t, c	M(t), рад	E(t), рад	Theta(t), рад	
1617	0.156789	0.156788	1.48677
1618	0.156886	0.156885	1.48739
1619	0.156983	0.156982	1.48801
1620	0.15708	0.157079	1.48863
1621	0.157177	0.157176	1.48924
1622	0.157274	0.157273	1.48986
1623	0.157371	0.15737	1.49048
1624	0.157467	0.157467	1.49109
1625	0.157564	0.157564	1.49171
1626	0.157661	0.157661	1.49233
1627	0.157758	0.157758	1.49294
1628	0.157855	0.157855	1.49356
1629	0.157952	0.157952	1.49417
1630	0.158049	0.158049	1.49479
1631	0.158146	0.158146	1.4954
1632	0.158243	0.158243	1.49601
1633	0.15834	0.15834	1.49663
1634	0.158437	0.158437	1.49724
1635	0.158534	0.158533	1.49785
1636	0.158631	0.15863	1.49847
1637	0.158728	0.158727	1.49908
1638	0.158825	0.158824	1.49969
1639	0.158922	0.158921	1.5003
1640	0.159019	0.159018	1.50091
1641	0.159116	0.159115	1.50152
1642	0.159213	0.159212	1.50213
1643	0.15931	0.159309	1.50274
1644	0.159407	0.159406	1.50335
1645	0.159504	0.159503	1.50396
1646	0.159601	0.1596	1.50457
1647	0.159698	0.159697	1.50518
1648	0.159795	0.159794	1.50579
1649	0.159892	0.159891	1.5064
1650	0.159989	0.159988	1.507
1651	0.160085	0.160085	1.50761
1652	0.160182	0.160182	1.50822
1653	0.160279	0.160279	1.50882
1654	0.160376	0.160376	1.50943
1655	0.160473	0.160473	1.51004
1656	0.16057	0.16057	1.51064
1657	0.160667	0.160667	1.51125
1658	0.160764	0.160764	1.51185
1659	0.160861	0.160861	1.51246
1660	0.160958	0.160958	1.51306
1661	0.161055	0.161055	1.51366
1662	0.161152	0.161151	1.51427
1663	0.161249	0.161248	1.51487
1664	0.161346	0.161345	1.51547
1665	0.161443	0.161442	1.51608
1666	0.16154	0.161539	1.51668
1667	0.161637	0.161636	1.51728
1668	0.161734	0.161733	1.51788
1669	0.161831	0.16183	1.51848
1670	0.161928	0.161927	1.51908
1671	0.162025	0.162024	1.51968
1672	0.162122	0.162121	1.52028
1673	0.162219	0.162218	1.52088
1674	0.162316	0.162315	1.52148
1675	0.162413	0.162412	1.52208
1676	0.16251	0.162509	1.52268
1677	0.162607	0.162606	1.52328
1678	0.162703	0.162703	1.52388
1679	0.1628	0.1628	1.52448
1680	0.162897	0.162897	1.52507
1681	0.162994	0.162994	1.52567
1682	0.163091	0.163091	1.52627
1683	0.163188	0.163188	1.52686
1684	0.163285	0.163285	1.52746
1685	0.163382	0.163382	1.52806
1686	0.163479	0.163479	1.52865
1687	0.163576	0.163576	1.52925
1688	0.163673	0.163673	1.52984
1689	0.16377	0.163769	1.53043
1690	0.163867	0.163866	1.53103
1691	0.163964	0.163963	1.53162
1692	0.164061	0.16406	1.53222
1693	0.164158	0.164157	1.53281
1694	0.164255	0.164254	1.5334
1695	0.164352	0.164351	1.53399
1696	0.164449	0.164448	1.53459
1697	0.164546	0.164545	1.53518
1698	0.164643	0.164642	1.53577
1699	0.16474	0.164739	1.53636
1700	0.164837	0.164836	1.53695
1701	0.164934	0.164933	1.53754
1702	0.165031	0.16503	1.53813
1703	0.165128	0.165127	1.53872
1704	0.165225	0.165224	1.53931
1705	0.165321	0.165321	1.5399
1706	0.165418	0.165418	1.54049
1707	0.165515	0.165515	1.54108
1708	0.165612	0.165612	1.54167
1709	0.165709	0.165709	1.54225
1710	0.165806	0.165806	1.54284
1711	0.165903	0.165903	1.54343
1712	0.166	0.166	1.54401
1713	0.166097	0.166097	1.5446
1714	0.166194	0.166194	1.54519
1715	0.166291	0.16629	1.54577
1716	0.166388	0.166387	1.54636
1717	0.166485	0.166484	1.54694
1718	0.166582	0.166581	1.54753
1719	0.166679	0.166678	1.54811
1720	0.166776	0.166775	1.5487
1721	0.166873	0.166872	1.54928
1722	0.16697	0.166969	1.54986
1723	0.167067	0.167066	1.55045
1724	0.167164	0.167163	1.55103
1725	0.167261	0.16726	1.55161
1726	0.167358	0.167357	1.55219
1727	0.167455	0.167454	1.55278
1728	0.167552	0.167551	1.55336
1729	0.167649	0.167648	1.55394
1730	0.167746	0.167745	1.55452
1731	0.167842	0.167842	1.5551
1732	0.167939	0.167939	1.55568
1733	0.168036	0.168036	1.55626
1734	0.168133	0.168133	1.55684
1735	0.16823	0.16823	1.55742
1736	0.168327	0.168327	1.558
1737	0.168424	0.168424	1.55858
1738	0.168521	0.168521	1.55915
1739	0.168618	0.168618	1.55973
1740	0.168715	0.168715	1.56031
1741	0.168812	0.168812	1.56089
1742	0.168909	0.168908	1.56146
1743	0.169006	0.169005	1.56204
1744	0.169103	0.169102	1.56262
1745	0.1692	0.169199	1.56319
1746	0.169297	0.169296	1.56377
1747	0.169394	0.169393	1.56434
1748	0.169491	0.16949	1.56492
1749	0.169588	0.169587	1.56549
1750	0.169685	0.169684	1.56607
1751	0.169782	0.169781	1.56664
1752	0.169879	0.169878	1.56722
1753	0.169976	0.169975	1.56779
1754	0.170073	0.170072	1.56836
1755	0.17017	0.170169	1.56893
1756	0.170267	0.170266	1.56951
1757	0.170364	0.170363	1.57008
1758	0.17046	0.17046	1.57065
1759	0.170557	0.170557	1.57122
1760	0.170654	0.170654	1.57179
1761	0.170751	0.170751	1.57236
1762	0.170848	0.170848	1.57293
1763	0.170945	0.170945	1.57351
1764	0.171042	0.171042	1.57407
1765	0.171139	0.171139	1.57464
1766	0.171236	0.171236	1.57521
1767	0.171333	0.171333	1.57578
1768	0.17143	0.17143	1.57635
1769	0.171527	0.171526	1.57692
1770	0.171624	0.171623	1.57749
1771	0.171721	0.17172	1.57805
1772	0.171818	0.171817	1.57862
1773	0.171915	0.171914	1.57919
1774	0.172012	0.172011	1.57976
1775	0.172109	0.172108	1.58032
1776	0.172206	0.172205	1.58089
1777	0.172303	0.172302	1.58145
1778	0.1724	0.172399	1.58202
1779	0.172497	0.172496	1.58258
1780	0.172594	0.172593	1.58315
1781	0.172691	0.17269	1.58371
1782	0.172788	0.172787	1.58428
1783	0.172885	0.172884	1.58484
1784	0.172982	0.172981	1.5854
1785	0.173078	0.173078	1.58597
1786	0.173175	0.173175	1.58653
1787	0.173272	0.173272	1.58709
1788	0.173369	0.173369	1.58765
1789	0.173466	0.173466	1.58822
1790	0.173563	0.173563	1.58878
1791	0.17366	0.17366	1.58934
1792	0.173757	0.173757	1.5899
1793	0.173854	0.173854	1.59046
1794	0.173951	0.173951	1.59102
1795	0.174048	0.174048	1.59158
1796	0.174145	0.174144	1.59214
1797	0.174242	0.174241	1.5927
1798	0.174339	0.174338	1.59326
1799	0.174436	0.174435	1.59382
1800	0.174533	0.174532	1.59438
1801	0.17463	0.174629	1.59493
1802	0.174727	0.174726	1.59549
1803	0.174824	0.174823	1.59605
1804	0.174921	0.17492	1.59661
1805	0.175018	0.175017	1.59716
1806	0.175115	0.175114	1.59772
1807	0.175212	0.175211	1.59828
1808	0.175309	0.175308	1.59883
1809	0.175406	0.175405	1.59939
1810	0.175503	0.175502	1.59994
1811	0.1756	0.175599	1.6005
1812	0.175696	0.175696	1.60105
1813	0.175793	0.175793	1.60161
1814	0.17589	0.17589	1.60216
1815	0.175987	0.175987	1.60271
1816	0.176084	0.176084	1.60327
1817	0.176181	0.176181	1.60382
1818	0.176278	0.176278	1.60437
1819	0.176375	0.176375	1.60493
1820	0.176472	0.176472	1.60548
1821	0.176569	0.176569	1.60603
1822	0.176666	0.176666	1.60658
1823	0.176763	0.176762	1.60713
1824	0.17686	0.176859	1.60768
1825	0.176957	0.176956	1.60823
1826	0.177054	0.177053	1.60878
1827	0.177151	0.17715	1.60933
1828	0.177248	0.177247	1.60988
1829	0.177345	0.177344	1.61043
1830	0.177442	0.177441	1.61098
1831	0.177539	0.177538	1.61153
1832	0.177636	0.177635	1.61208
1833	0.177733	0.177732	1.61263
1834	0.17783	0.177829	1.61318
1835	0.177927	0.177926	1.61372
1836	0.178024	0.178023	1.61427
1837	0.178121	0.17812	1.61482
1838	0.178218	0.178217	1.61536
1839	0.178314	0.178314	1.61591
1840	0.178411	0.178411	1.61646
1841	0.178508	0.178508	1.617
1842	0.178605	0.178605	1.61755
1843	0.178702	0.178702	1.61809
1844	0.178799	0.178799	1.61864
1845	0.178896	0.178896	1.61918
1846	0.178993	0.178993	1.61973
1847	0.17909	0.17909	1.62027
1848	0.179187	0.179187	1.62081
1849	0.179284	0.179284	1.62136
1850	0.179381	0.17938	1.6219
1851	0.179478	0.179477	1.62244
1852	0.179575	0.179574	1.62298
1853	0.179672	0.179671	1.62353
1854	0.179769	0.179768	1.62407
1855	0.179866	0.179865	1.62461
1856	0.179963	0.179962	1.62515
1857	0.18006	0.180059	1.62569
1858	0.180157	0.180156	1.62623
1859	0.180254	0.180253	1.62677
1860	0.180351	0.18035	1.62731
1861	0.180448	0.180447	1.62785
1862	0.180545	0.180544	1.62839
1863	0.180642	0.180641	1.62893
1864	0.180739	0.180738	1.62947
1865	0.180836	0.180835	1.63001
1866	0.180932	0.180932	1.63054
1867	0.181029	0.181029	1.63108
1868	0.181126	0.181126	1.63162
1869	0.181223	0.181223	1.63216
1870	0.18132	0.18132	1.63269
1871	0.181417	0.181417	1.63323
1872	0.181514	0.181514	1.63377
1873	0.181611	0.181611	1.6343
1874	0.181708	0.181708	1.63484
1875	0.181805	0.181805	1.63537
1876	0.181902	0.181901	1.63591
1877	0.181999	0.181998	1.63644
1878	0.182096	0.182095	1.63698
1879	0.182193	0.182192	1.63751
1880	0.18229	0.182289	1.63804
1881	0.182387	0.182386	1.63858
1882	0.182484	0.182483	1.63911
1883	0.182581	0.18258	1.63964
1884	0.182678	0.182677	1.64018
1885	0.182775	0.182774	1.64071
1886	0.182872	0.182871	1.64124
1887	0.182969	0.182968	1.64177
1888	0.183066	0.183065	1.6423
1889	0.183163	0.183162	1.64284
1890	0.18326	0.183259	1.64337
1891	0.183357	0.183356	1.6439
1892	0.183453	0.183453	1.64443
1893	0.18355	0.18355	1.64496
1894	0.183647	0.183647	1.64549
1895	0.183744	0.183744	1.64602
1896	0.183841	0.183841	1.64655
1897	0.183938	0.183938	1.64707
1898	0.184035	0.184035	1.6476
1899	0.184132	0.184132	1.64813
1900	0.184229	0.184229	1.64866
1901	0.184326	0.184326	1.64919
1902	0.184423	0.184423	1.64971
1903	0.18452	0.184519	1.65024
1904	0.184617	0.184616	1.65077
1905	0.184714	0.184713	1.65129
1906	0.184811	0.18481	1.65182
1907	0.184908	0.184907	1.65234
1908	0.185005	0.185004	1.65287
1909	0.185102	0.185101	1.6534
1910	0.185199	0.185198	1.65392
1911	0.185296	0.185295	1.65445
1912	0.185393	0.185392	1.65497
1913	0.18549	0.185489	1.65549
1914	0.185587	0.185586	1.65602
1915	0.185684	0.185683	1.65654
1916	0.185781	0.18578	1.65706
1917	0.185878	0.185877	1.65759
1918	0.185975	0.185974	1.65811
1919	0.186071	0.186071	1.65863
1920	0.186168	0.186168	1.65915
1921	0.186265	0.186265	1.65967
1922	0.186362	0.186362	1.6602
1923	0.186459	0.186459	1.66072
1924	0.186556	0.186556	1.66124
1925	0.186653	0.186653	1.66176
1926	0.18675	0.18675	1.66228
1927	0.186847	0.186847	1.6628
1928	0.186944	0.186944	1.66332
1929	0.187041	0.187041	1.66384
1930	0.187138	0.187137	1.66436
1931	0.187235	0.187234	1.66488
1932	0.187332	0.187331	1.66539
1933	0.187429	0.187428	1.66591
1934	0.187526	0.187525	1.66643
1935	0.187623	0.187622	1.66695
1936	0.18772	0.187719	1.66746
1937	0.187817	0.187816	1.66798
1938	0.187914	0.187913	1.6685
1939	0.188011	0.18801	1.66902
1940	0.188108	0.188107	1.66953
1941	0.188205	0.188204	1.67005
1942	0.188302	0.188301	1.67056
1943	0.188399	0.188398	1.67108
1944	0.188496	0.188495	1.67159
1945	0.188593	0.188592	1.67211
1946	0.188689	0.188689	1.67262
1947	0.188786	0.188786	1.67314
1948	0.188883	0.188883	1.67365
1949	0.18898	0.18898	1.67416
1950	0.189077	0.189077	1.67468
1951	0.189174	0.189174	1.67519
1952	0.189271	0.189271	1.6757
1953	0.189368	0.189368	1.67621
1954	0.189465	0.189465	1.67673
1955	0.189562	0.189562	1.67724
1956	0.189659	0.189659	1.67775
1957	0.189756	0.189755	1.67826
1958	0.189853	0.189852	1.67877
1959	0.18995	0.189949	1.67928
1960	0.190047	0.190046	1.67979
1961	0.190144	0.190143	1.6803
1962	0.190241	0.19024	1.68081
1963	0.190338	0.190337	1.68132
1964	0.190435	0.190434	1.68183
1965	0.190532	0.190531	1.68234
1966	0.190629	0.190628	1.68285
1967	0.190726	0.190725	1.68336
1968	0.190823	0.190822	1.68387
1969	0.19092	0.190919	1.68437
1970	0.191017	0.191016	1.68488
1971	0.191114	0.191113	1.68539
1972	0.191211	0.19121	1.6859
1973	0.191307	0.191307	1.6864
1974	0.191404	0.191404	1.68691
1975	0.191501	0.191501	1.68742
1976	0.191598	0.191598	1.68792
1977	0.191695	0.191695	1.68843
1978	0.191792	0.191792	1.68893
1979	0.191889	0.191889	1.68944
1980	0.191986	0.191986	1.68994
1981	0.192083	0.192083	1.69045
1982	0.19218	0.19218	1.69095
1983	0.192277	0.192277	1.69145
1984	0.192374	0.192373	1.69196
1985	0.192471	0.19247	1.69246
1986	0.192568	0.192567	1.69296
1987	0.192665	0.192664	1.69347
1988	0.192762	0.192761	1.69397
1989	0.192859	0.192858	1.69447
1990	0.192956	0.192955	1.69497
1991	0.193053	0.193052	1.69547
1992	0.19315	0.193149	1.69598
1993	0.193247	0.193246	1.69648
1994	0.193344	0.193343	1.69698
1995	0.193441	0.19344	1.69748
1996	0.193538	0.193537	1.69798
1997	0.193635	0.193634	1.69848
1998	0.193732	0.193731	1.69898
1999	0.193829	0.193828	1.69948
2000	0.193925	0.193925	1.69998
2001	0.194022	0.194022	1.70048
2002	0.194119	0.194119	1.70097
2003	0.194216	0.194216	1.70147
2004	0.194313	0.194313	1.70197
2005	0.19441	0.19441	1.70247
2006	0.194507	0.194507	1.70297
2007	0.194604	0.194604	1.70346
2008	0.194701	0.194701	1.70396
2009	0.194798	0.194798	1.70446
2010	0.194895	0.194895	1.70495
2011	0.194992	0.194991	1.70545
2012	0.195089	0.195088	1.70594
2013	0.195186	0.195185	1.70644
2014	0.195283	0.195282	1.70693
2015	0.19538	0.195379	1.70743
2016	0.195477	0.195476	1.70792
2017	0.195574	0.195573	1.70842
2018	0.195671	0.19567	1.70891
2019	0.195768	0.195767	1.70941
2020	0.195865	0.195864	1.7099
2021	0.195962	0.195961	1.71039
2022	0.196059	0.196058	1.71089
2023	0.196156	0.196155	1.71138
2024	0.196253	0.196252	1.71187
2025	0.19635	0.196349	1.71236
2026	0.196447	0.196446	1.71286
2027	0.196543	0.196543	1.71335
2028	0.19664	0.19664	1.71384
2029	0.196737	0.196737	1.71433
2030	0.196834	0.196834	1.71482
2031	0.196931	0.196931	1.71531
2032	0.197028	0.197028	1.7158
2033	0.197125	0.197125	1.71629
2034	0.197222	0.197222	1.71678
2035	0.197319	0.197319	1.71727
2036	0.197416	0.197416	1.71776
2037	0.197513	0.197512	1.71825
2038	0.19761	0.197609	1.71874
2039	0.197707	0.197706	1.71923
2040	0.197804	0.197803	1.71971
2041	0.197901	0.1979	1.7202
2042	0.197998	0.197997	1.72069
2043	0.198095	0.198094	1.72118
2044	0.198192	0.198191	1.72166
2045	0.198289	0.198288	1.72215
2046	0.198386	0.198385	1.72264
2047	0.198483	0.198482	1.72312
2048	0.19858	0.198579	1.72361
2049	0.198677	0.198676	1.72409
2050	0.198774	0.198773	1.72458
2051	0.198871	0.19887	1.72506
2052	0.198968	0.198967	1.72555
2053	0.199064	0.199064	1.72603
2054	0.199161	0.199161	1.72652
2055	0.199258	0.199258	1.727
2056	0.199355	0.199355	1.72749
2057	0.199452	0.199452	1.72797
2058	0.199549	0.199549	1.72845
2059	0.199646	0.199646	1.72894
2060	0.199743	0.199743	1.72942
2061	0.19984	0.19984	1.7299
2062	0.199937	0.199937	1.73038
2063	0.200034	0.200034	1.73086
2064	0.200131	0.20013	1.73135
2065	0.200228	0.200227	1.73183
2066	0.200325	0.200324	1.73231
2067	0.200422	0.200421	1.73279
2068	0.200519	0.200518	1.73327
2069	0.200616	0.200615	1.73375
2070	0.200713	0.200712	1.73423
2071	0.20081	0.200809	1.73471
2072	0.200907	0.200906	1.73519
2073	0.201004	0.201003	1.73567
2074	0.201101	0.2011	1.73615
2075	0.201198	0.201197	1.73663
2076	0.201295	0.201294	1.7371
2077	0.201392	0.201391	1.73758
2078	0.201489	0.201488	1.73806
2079	0.201586	0.201585	1.73854
2080	0.201682	0.201682	1.73902
2081	0.201779	0.201779	1.73949
2082	0.201876	0.201876	1.73997
2083	0.201973	0.201973	1.74045
2084	0.20207	0.20207	1.74092
2085	0.202167	0.202167	1.7414
2086	0.202264	0.202264	1.74187
2087	0.202361	0.202361	1.74235
2088	0.202458	0.202458	1.74283
2089	0.202555	0.202555	1.7433
2090	0.202652	0.202652	1.74377
2091	0.202749	0.202748	1.74425
2092	0.202846	0.202845	1.74472
2093	0.202943	0.202942	1.7452
2094	0.20304	0.203039	1.74567
2095	0.203137	0.203136	1.74614
2096	0.203234	0.203233	1.74662
2097	0.203331	0.20333	1.74709
2098	0.203428	0.203427	1.74756
2099	0.203525	0.203524	1.74804
2100	0.203622	0.203621	1.74851
2101	0.203719	0.203718	1.74898
2102	0.203816	0.203815	1.74945
2103	0.203913	0.203912	1.74992
2104	0.20401	0.204009	1.75039
2105	0.204107	0.204106	1.75086
2106	0.204204	0.204203	1.75133
2107	0.2043	0.2043	1.7518
2108	0.204397	0.204397	1.75227
2109	0.204494	0.204494	1.75274
2110	0.204591	0.204591	1.75321
2111	0.204688	0.204688	1.75368
2112	0.204785	0.204785	1.75415
2113	0.204882	0.204882	1.75462
2114	0.204979	0.204979	1.75509
2115	0.205076	0.205076	1.75556
2116	0.205173	0.205173	1.75603
2117	0.20527	0.20527	1.75649
2118	0.205367	0.205366	1.75696
2119	0.205464	0.205463	1.75743
2120	0.205561	0.20556	1.75789
2121	0.205658	0.205657	1.75836
2122	0.205755	0.205754	1.75883
2123	0.205852	0.205851	1.75929
2124	0.205949	0.205948	1.75976
2125	0.206046	0.206045	1.76022
2126	0.206143	0.206142	1.76069
2127	0.20624	0.206239	1.76116
2128	0.206337	0.206336	1.76162
2129	0.206434	0.206433	1.76208
2130	0.206531	0.20653	1.76255
2131	0.206628	0.206627	1.76301
2132	0.206725	0.206724	1.76348
2133	0.206822	0.206821	1.76394
2134	0.206918	0.206918	1.7644
2135	0.207015	0.207015	1.76487
2136	0.207112	0.207112	1.76533
2137	0.207209	0.207209	1.76579
2138	0.207306	0.207306	1.76625
2139	0.207403	0.207403	1.76672
2140	0.2075	0.2075	1.76718
2141	0.207597	0.207597	1.76764
2142	0.207694	0.207694	1.7681
2143	0.207791	0.207791	1.76856
2144	0.207888	0.207888	1.76902
2145	0.207985	0.207984	1.76948
2146	0.208082	0.208081	1.76994
2147	0.208179	0.208178	1.7704
2148	0.208276	0.208275	1.77086
2149	0.208373	0.208372	1.77132
2150	0.20847	0.208469	1.77178
2151	0.208567	0.208566	1.77224
2152	0.208664	0.208663	1.7727
2153	0.208761	0.20876	1.77316
2154	0.208858	0.208857	1.77362
2155	0.208955	0.208954	1.77407
2156	0.209052	0.209051	1.77453
2157	0.209149	0.209148	1.77499
2158	0.209246	0.209245	1.77545
2159	0.209343	0.209342	1.7759
2160	0.20944	0.209439	1.77636
2161	0.209536	0.209536	1.77682
2162	0.209633	0.209633	1.77727
2163	0.20973	0.20973	1.77773
2164	0.209827	0.209827	1.77818
2165	0.209924	0.209924	1.77864
2166	0.210021	0.210021	1.77909
2167	0.210118	0.210118	1.77955
2168	0.210215	0.210215	1.78
2169	0.210312	0.210312	1.78046
2170	0.210409	0.210409	1.78091
2171	0.210506	0.210506	1.78137
2172	0.210603	0.210602	1.78182
2173	0.2107	0.210699	1.78227
2174	0.210797	0.210796	1.78273
2175	0.210894	0.210893	1.78318
2176	0.210991	0.21099	1.78363
2177	0.211088	0.211087	1.78408
2178	0.211185	0.211184	1.78454
2179	0.211282	0.211281	1.78499
2180	0.211379	0.211378	1.78544
2181	0.211476	0.211475	1.78589
2182	0.211573	0.211572	1.78634
2183	0.21167	0.211669	1.78679
2184	0.211767	0.211766	1.78724
2185	0.211864	0.211863	1.78769
2186	0.211961	0.21196	1.78814
2187	0.212058	0.212057	1.78859
2188	0.212154	0.212154	1.78904
2189	0.212251	0.212251	1.78949
2190	0.212348	0.212348	1.78994
2191	0.212445	0.212445	1.79039
2192	0.212542	0.212542	1.79084
2193	0.212639	0.212639	1.79129
2194	0.212736	0.212736	1.79174
2195	0.212833	0.212833	1.79219
2196	0.21293	0.21293	1.79263
2197	0.213027	0.213027	1.79308
2198	0.213124	0.213123	1.79353
2199	0.213221	0.21322	1.79397
2200	0.213318	0.213317	1.79442
2201	0.213415	0.213414	1.79487
2202	0.213512	0.213511	1.79531
2203	0.213609	0.213608	1.79576
2204	0.213706	0.213705	1.79621
2205	0.213803	0.213802	1.79665
2206	0.2139	0.213899	1.7971
2207	0.213997	0.213996	1.79754
2208	0.214094	0.214093	1.79799
2209	0.214191	0.21419	1.79843
2210	0.214288	0.214287	1.79888
2211	0.214385	0.214384	1.79932
2212	0.214482	0.214481	1.79976
2213	0.214579	0.214578	1.80021
2214	0.214675	0.214675	1.80065
2215	0.214772	0.214772	1.80109
2216	0.214869	0.214869	1.80154
2217	0.214966	0.214966	1.80198
2218	0.215063	0.215063	1.80242
2219	0.21516	0.21516	1.80286
2220	0.215257	0.215257	1.8033
2221	0.215354	0.215354	1.80375
2222	0.215451	0.215451	1.80419
2223	0.215548	0.215548	1.80463
2224	0.215645	0.215645	1.80507
2225	0.215742	0.215741	1.80551
2226	0.215839	0.215838	1.80595
2227	0.215936	0.215935	1.80639
2228	0.216033	0.216032	1.80683
2229	0.21613	0.216129	1.80727
2230	0.216227	0.216226	1.80771
2231	0.216324	0.216323	1.80815
2232	0.216421	0.21642	1.80859
2233	0.216518	0.216517	1.80903
2234	0.216615	0.216614	1.80947
2235	0.216712	0.216711	1.8099
2236	0.216809	0.216808	1.81034
2237	0.216906	0.216905	1.81078
2238	0.217003	0.217002	1.81122
2239	0.2171	0.217099	1.81165
2240	0.217197	0.217196	1.81209
2241	0.217293	0.217293	1.81253
2242	0.21739	0.21739	1.81296
2243	0.217487	0.217487	1.8134
2244	0.217584	0.217584	1.81384
2245	0.217681	0.217681	1.81427
2246	0.217778	0.217778	1.81471
2247	0.217875	0.217875	1.81514
2248	0.217972	0.217972	1.81558
2249	0.218069	0.218069	1.81601
2250	0.218166	0.218166	1.81645
2251	0.218263	0.218263	1.81688
2252	0.21836	0.218359	1.81732
2253	0.218457	0.218456	1.81775
2254	0.218554	0.218553	1.81818
2255	0.218651	0.21865	1.81862
2256	0.218748	0.218747	1.81905
2257	0.218845	0.218844	1.81948
2258	0.218942	0.218941	1.81992
2259	0.219039	0.219038	1.82035
2260	0.219136	0.219135	1.82078
2261	0.219233	0.219232	1.82121
2262	0.21933	0.219329	1.82165
2263	0.219427	0.219426	1.82208
2264	0.219524	0.219523	1.82251
2265	0.219621	0.21962	1.82294
2266	0.219718	0.219717	1.82337
2267	0.219815	0.219814	1.8238
2268	0.219911	0.219911	1.82423
2269	0.220008	0.220008	1.82466
2270	0.220105	0.220105	1.82509
2271	0.220202	0.220202	1.82552
2272	0.220299	0.220299	1.82595
2273	0.220396	0.220396	1.82638
2274	0.220493	0.220493	1.82681
2275	0.22059	0.22059	1.82724
2276	0.220687	0.220687	1.82767
2277	0.220784	0.220784	1.8281
2278	0.220881	0.220881	1.82852
2279	0.220978	0.220977	1.82895
2280	0.221075	0.221074	1.82938
2281	0.221172	0.221171	1.82981
2282	0.221269	0.221268	1.83023
2283	0.221366	0.221365	1.83066
2284	0.221463	0.221462	1.83109
2285	0.22156	0.221559	1.83151
2286	0.221657	0.221656	1.83194
2287	0.221754	0.221753	1.83237
2288	0.221851	0.22185	1.83279
2289	0.221948	0.221947	1.83322
2290	0.222045	0.222044	1.83364
2291	0.222142	0.222141	1.83407
2292	0.222239	0.222238	1.83449
2293	0.222336	0.222335	1.83492
2294	0.222433	0.222432	1.83534
2295	0.222529	0.222529	1.83577
2296	0.222626	0.222626	1.83619
2297	0.222723	0.222723	1.83661
2298	0.22282	0.22282	1.83704
2299	0.222917	0.222917	1.83746
2300	0.223014	0.223014	1.83788
2301	0.223111	0.223111	1.8383
2302	0.223208	0.223208	1.83873
2303	0.223305	0.223305	1.83915
2304	0.223402	0.223402	1.83957
2305	0.223499	0.223499	1.83999
2306	0.223596	0.223595	1.84042
2307	0.223693	0.223692	1.84084
2308	0.22379	0.223789	1.84126
2309	0.223887	0.223886	1.84168
2310	0.223984	0.223983	1.8421
2311	0.224081	0.22408	1.84252
2312	0.224178	0.224177	1.84294
2313	0.224275	0.224274	1.84336
2314	0.224372	0.224371	1.84378
2315	0.224469	0.224468	1.8442
2316	0.224566	0.224565	1.84462
2317	0.224663	0.224662	1.84504
2318	0.22476	0.224759	1.84546
2319	0.224857	0.224856	1.84588
2320	0.224954	0.224953	1.84629
2321	0.225051	0.22505	1.84671
2322	0.225147	0.225147	1.84713
2323	0.225244	0.225244	1.84755
2324	0.225341	0.225341	1.84797
2325	0.225438	0.225438	1.84838
2326	0.225535	0.225535	1.8488
2327	0.225632	0.225632	1.84922
2328	0.225729	0.225729	1.84963
2329	0.225826	0.225826	1.85005
2330	0.225923	0.225923	1.85047
2331	0.22602	0.22602	1.85088
2332	0.226117	0.226117	1.8513
2333	0.226214	0.226213	1.85171
2334	0.226311	0.22631	1.85213
2335	0.226408	0.226407	1.85254
2336	0.226505	0.226504	1.85296
2337	0.226602	0.226601	1.85337
2338	0.226699	0.226698	1.85379
2339	0.226796	0.226795	1.8542
2340	0.226893	0.226892	1.85461
2341	0.22699	0.226989	1.85503
2342	0.227087	0.227086	1.85544
2343	0.227184	0.227183	1.85586
2344	0.227281	0.22728	1.85627
2345	0.227378	0.227377	1.85668
2346	0.227475	0.227474	1.85709
2347	0.227572	0.227571	1.85751
2348	0.227669	0.227668	1.85792
2349	0.227765	0.227765	1.85833
2350	0.227862	0.227862	1.85874
2351	0.227959	0.227959	1.85915
2352	0.228056	0.228056	1.85956
2353	0.228153	0.228153	1.85998
2354	0.22825	0.22825	1.86039
2355	0.228347	0.228347	1.8608
2356	0.228444	0.228444	1.86121
2357	0.228541	0.228541	1.86162
2358	0.228638	0.228638	1.86203
2359	0.228735	0.228734	1.86244
2360	0.228832	0.228831	1.86285
2361	0.228929	0.228928	1.86326
2362	0.229026	0.229025	1.86366
2363	0.229123	0.229122	1.86407
2364	0.22922	0.229219	1.86448
2365	0.229317	0.229316	1.86489
2366	0.229414	0.229413	1.8653
2367	0.229511	0.22951	1.86571
2368	0.229608	0.229607	1.86611
2369	0.229705	0.229704	1.86652
2370	0.229802	0.229801	1.86693
2371	0.229899	0.229898	1.86734
2372	0.229996	0.229995	1.86774
2373	0.230093	0.230092	1.86815
2374	0.23019	0.230189	1.86856
2375	0.230286	0.230286	1.86896
2376	0.230383	0.230383	1.86937
2377	0.23048	0.23048	1.86977
2378	0.230577	0.230577	1.87018
2379	0.230674	0.230674	1.87058
2380	0.230771	0.230771	1.87099
2381	0.230868	0.230868	1.87139
2382	0.230965	0.230965	1.8718
2383	0.231062	0.231062	1.8722
2384	0.231159	0.231159	1.87261
2385	0.231256	0.231256	1.87301
2386	0.231353	0.231352	1.87341
2387	0.23145	0.231449	1.87382
2388	0.231547	0.231546	1.87422
2389	0.231644	0.231643	1.87462
2390	0.231741	0.23174	1.87503
2391	0.231838	0.231837	1.87543
2392	0.231935	0.231934	1.87583
