t, c	M(t), рад	E(t), рад	Theta(t), рад	
957	0.0927933	0	0
958	0.0928903	0	0
959	0.0929873	0	0
960	0.0930842	0	0
961	0.0931812	0	0
962	0.0932782	0	0
963	0.0933751	0	0
964	0.0934721	0	0
965	0.093569	0	0
966	0.093666	0	0
967	0.093763	0	0
968	0.0938599	0	0
969	0.0939569	0	0
970	0.0940539	0	0
971	0.0941508	0	0
972	0.0942478	0	0
973	0.0943447	0	0
974	0.0944417	0	0
975	0.0945387	0	0
976	0.0946356	0	0
977	0.0947326	0	0
978	0.0948296	0	0
979	0.0949265	0	0
980	0.0950235	0	0
981	0.0951204	0	0
982	0.0952174	0	0
983	0.0953144	0	0
984	0.0954113	0	0
985	0.0955083	0	0
986	0.0956053	0	0
987	0.0957022	0	0
988	0.0957992	0	0
989	0.0958961	0	0
990	0.0959931	0	0
991	0.0960901	0	0
992	0.096187	0	0
993	0.096284	0	0
994	0.096381	0	0
995	0.0964779	0	0
996	0.0965749	0	0
997	0.0966718	0	0
998	0.0967688	0	0
999	0.0968658	0	0
1000	0.0969627	0	0
1001	0.0970597	0	0
1002	0.0971567	0	0
1003	0.0972536	0	0
1004	0.0973506	0	0
1005	0.0974475	0	0
1006	0.0975445	0	0
1007	0.0976415	0	0
1008	0.0977384	0	0
1009	0.0978354	0	0
1010	0.0979324	0	0
1011	0.0980293	0	0
1012	0.0981263	0	0
1013	0.0982233	0	0
1014	0.0983202	0	0
1015	0.0984172	0	0
1016	0.0985141	0	0
1017	0.0986111	0	0
1018	0.0987081	0	0
1019	0.098805	0	0
1020	0.098902	0	0
1021	0.098999	0	0
1022	0.0990959	0	0
1023	0.0991929	0	0
1024	0.0992898	0	0
1025	0.0993868	0	0
1026	0.0994838	0	0
1027	0.0995807	0	0
1028	0.0996777	0	0
1029	0.0997747	0	0
1030	0.0998716	0	0
1031	0.0999686	0	0
1032	0.100066	0	0
1033	0.100163	0	0
1034	0.100259	0	0
1035	0.100356	0	0
1036	0.100453	0	0
1037	0.10055	0	0
1038	0.100647	0	0
1039	0.100744	0	0
1040	0.100841	0	0
1041	0.100938	0	0
1042	0.101035	0	0
1043	0.101132	0	0
1044	0.101229	0	0
1045	0.101326	0	0
1046	0.101423	0	0
1047	0.10152	0	0
1048	0.101617	0	0
1049	0.101714	0	0
1050	0.101811	0	0
1051	0.101908	0	0
1052	0.102005	0	0
1053	0.102102	0	0
1054	0.102199	0	0
1055	0.102296	0	0
1056	0.102393	0	0
1057	0.10249	0	0
1058	0.102587	0	0
1059	0.102684	0	0
1060	0.102781	0	0
1061	0.102877	0	0
1062	0.102974	0	0
1063	0.103071	0	0
1064	0.103168	0	0
1065	0.103265	0	0
1066	0.103362	0	0
1067	0.103459	0	0
1068	0.103556	0	0
1069	0.103653	0	0
1070	0.10375	0	0
1071	0.103847	0	0
1072	0.103944	0	0
1073	0.104041	0	0
1074	0.104138	0	0
1075	0.104235	0	0
1076	0.104332	0	0
1077	0.104429	0	0
1078	0.104526	0	0
1079	0.104623	0	0
1080	0.10472	0	0
1081	0.104817	0	0
1082	0.104914	0	0
1083	0.105011	0	0
1084	0.105108	0	0
1085	0.105205	0	0
1086	0.105302	0	0
1087	0.105398	0	0
1088	0.105495	0	0
1089	0.105592	0	0
1090	0.105689	0	0
1091	0.105786	0	0
1092	0.105883	0	0
1093	0.10598	0	0
1094	0.106077	0	0
1095	0.106174	0	0
1096	0.106271	0	0
1097	0.106368	0	0
1098	0.106465	0	0
1099	0.106562	0	0
1100	0.106659	0	0
1101	0.106756	0	0
1102	0.106853	0	0
1103	0.10695	0	0
1104	0.107047	0	0
1105	0.107144	0	0
1106	0.107241	0	0
1107	0.107338	0	0
1108	0.107435	0	0
1109	0.107532	0	0
1110	0.107629	0	0
1111	0.107726	0	0
1112	0.107823	0	0
1113	0.10792	0	0
1114	0.108016	0	0
1115	0.108113	0	0
1116	0.10821	0	0
1117	0.108307	0	0
1118	0.108404	0	0
1119	0.108501	0	0
1120	0.108598	0	0
1121	0.108695	0	0
1122	0.108792	0	0
1123	0.108889	0	0
1124	0.108986	0	0
1125	0.109083	0	0
1126	0.10918	0	0
1127	0.109277	0	0
1128	0.109374	0	0
1129	0.109471	0	0
1130	0.109568	0	0
1131	0.109665	0	0
1132	0.109762	0	0
1133	0.109859	0	0
1134	0.109956	0	0
1135	0.110053	0	0
1136	0.11015	0	0
1137	0.110247	0	0
1138	0.110344	0	0
1139	0.110441	0	0
1140	0.110538	0	0
1141	0.110634	0	0
1142	0.110731	0	0
1143	0.110828	0	0
1144	0.110925	0	0
1145	0.111022	0	0
1146	0.111119	0	0
1147	0.111216	0	0
1148	0.111313	0	0
1149	0.11141	0	0
1150	0.111507	0	0
1151	0.111604	0	0
1152	0.111701	0	0
1153	0.111798	0	0
1154	0.111895	0	0
1155	0.111992	0	0
1156	0.112089	0	0
1157	0.112186	0	0
1158	0.112283	0	0
1159	0.11238	0	0
1160	0.112477	0	0
1161	0.112574	0	0
