t, c	M(t), рад	E(t), рад	Theta(t), рад	
33606	3.25853	2.07819	3.04115
33607	3.25863	2.07829	3.04116
33608	3.25872	2.07838	3.04118
33609	3.25882	2.07848	3.04119
33610	3.25892	2.07858	3.0412
33611	3.25901	2.07867	3.04121
33612	3.25911	2.07877	3.04122
33613	3.25921	2.07887	3.04123
33614	3.25931	2.07897	3.04124
33615	3.2594	2.07906	3.04125
33616	3.2595	2.07916	3.04126
33617	3.2596	2.07926	3.04128
33618	3.25969	2.07935	3.04129
33619	3.25979	2.07945	3.0413
33620	3.25989	2.07955	3.04131
33621	3.25998	2.07964	3.04132
33622	3.26008	2.07974	3.04133
33623	3.26018	2.07984	3.04134
33624	3.26028	2.07993	3.04135
33625	3.26037	2.08003	3.04136
33626	3.26047	2.08013	3.04138
33627	3.26057	2.08023	3.04139
33628	3.26066	2.08032	3.0414
33629	3.26076	2.08042	3.04141
33630	3.26086	2.08052	3.04142
33631	3.26095	2.08061	3.04143
33632	3.26105	2.08071	3.04144
33633	3.26115	2.08081	3.04145
33634	3.26124	2.0809	3.04146
33635	3.26134	2.081	3.04148
33636	3.26144	2.0811	3.04149
33637	3.26154	2.0812	3.0415
33638	3.26163	2.08129	3.04151
33639	3.26173	2.08139	3.04152
33640	3.26183	2.08149	3.04153
33641	3.26192	2.08158	3.04154
33642	3.26202	2.08168	3.04155
33643	3.26212	2.08178	3.04156
33644	3.26221	2.08187	3.04158
33645	3.26231	2.08197	3.04159
33646	3.26241	2.08207	3.0416
33647	3.26251	2.08216	3.04161
33648	3.2626	2.08226	3.04162
33649	3.2627	2.08236	3.04163
33650	3.2628	2.08246	3.04164
33651	3.26289	2.08255	3.04165
33652	3.26299	2.08265	3.04166
33653	3.26309	2.08275	3.04168
33654	3.26318	2.08284	3.04169
33655	3.26328	2.08294	3.0417
33656	3.26338	2.08304	3.04171
33657	3.26347	2.08313	3.04172
33658	3.26357	2.08323	3.04173
33659	3.26367	2.08333	3.04174
33660	3.26377	2.08343	3.04175
33661	3.26386	2.08352	3.04176
33662	3.26396	2.08362	3.04178
33663	3.26406	2.08372	3.04179
33664	3.26415	2.08381	3.0418
33665	3.26425	2.08391	3.04181
33666	3.26435	2.08401	3.04182
33667	3.26444	2.0841	3.04183
33668	3.26454	2.0842	3.04184
33669	3.26464	2.0843	3.04185
33670	3.26474	2.0844	3.04186
33671	3.26483	2.08449	3.04188
33672	3.26493	2.08459	3.04189
33673	3.26503	2.08469	3.0419
33674	3.26512	2.08478	3.04191
33675	3.26522	2.08488	3.04192
33676	3.26532	2.08498	3.04193
33677	3.26541	2.08507	3.04194
33678	3.26551	2.08517	3.04195
33679	3.26561	2.08527	3.04196
33680	3.2657	2.08536	3.04198
33681	3.2658	2.08546	3.04199
33682	3.2659	2.08556	3.042
33683	3.266	2.08566	3.04201
33684	3.26609	2.08575	3.04202
33685	3.26619	2.08585	3.04203
33686	3.26629	2.08595	3.04204
33687	3.26638	2.08604	3.04205
33688	3.26648	2.08614	3.04206
33689	3.26658	2.08624	3.04207
33690	3.26667	2.08633	3.04209
33691	3.26677	2.08643	3.0421
33692	3.26687	2.08653	3.04211
33693	3.26697	2.08663	3.04212
33694	3.26706	2.08672	3.04213
33695	3.26716	2.08682	3.04214
33696	3.26726	2.08692	3.04215
33697	3.26735	2.08701	3.04216
33698	3.26745	2.08711	3.04217
33699	3.26755	2.08721	3.04219
33700	3.26764	2.0873	3.0422
33701	3.26774	2.0874	3.04221
33702	3.26784	2.0875	3.04222
33703	3.26794	2.08759	3.04223
33704	3.26803	2.08769	3.04224
33705	3.26813	2.08779	3.04225
33706	3.26823	2.08789	3.04226
33707	3.26832	2.08798	3.04227
33708	3.26842	2.08808	3.04229
33709	3.26852	2.08818	3.0423
33710	3.26861	2.08827	3.04231
33711	3.26871	2.08837	3.04232
33712	3.26881	2.08847	3.04233
33713	3.2689	2.08856	3.04234
33714	3.269	2.08866	3.04235
33715	3.2691	2.08876	3.04236
33716	3.2692	2.08886	3.04237
33717	3.26929	2.08895	3.04238
33718	3.26939	2.08905	3.0424
33719	3.26949	2.08915	3.04241
33720	3.26958	2.08924	3.04242
33721	3.26968	2.08934	3.04243
33722	3.26978	2.08944	3.04244
33723	3.26987	2.08953	3.04245
33724	3.26997	2.08963	3.04246
33725	3.27007	2.08973	3.04247
33726	3.27017	2.08983	3.04248
33727	3.27026	2.08992	3.0425
33728	3.27036	2.09002	3.04251
33729	3.27046	2.09012	3.04252
33730	3.27055	2.09021	3.04253
33731	3.27065	2.09031	3.04254
33732	3.27075	2.09041	3.04255
33733	3.27084	2.0905	3.04256
33734	3.27094	2.0906	3.04257
33735	3.27104	2.0907	3.04258
33736	3.27113	2.09079	3.04259
33737	3.27123	2.09089	3.04261
33738	3.27133	2.09099	3.04262
33739	3.27143	2.09109	3.04263
33740	3.27152	2.09118	3.04264
33741	3.27162	2.09128	3.04265
33742	3.27172	2.09138	3.04266
33743	3.27181	2.09147	3.04267
33744	3.27191	2.09157	3.04268
33745	3.27201	2.09167	3.04269
33746	3.2721	2.09176	3.0427
33747	3.2722	2.09186	3.04272
33748	3.2723	2.09196	3.04273
33749	3.2724	2.09206	3.04274
33750	3.27249	2.09215	3.04275
33751	3.27259	2.09225	3.04276
33752	3.27269	2.09235	3.04277
33753	3.27278	2.09244	3.04278
33754	3.27288	2.09254	3.04279
33755	3.27298	2.09264	3.0428
33756	3.27307	2.09273	3.04282
33757	3.27317	2.09283	3.04283
33758	3.27327	2.09293	3.04284
33759	3.27337	2.09302	3.04285
33760	3.27346	2.09312	3.04286
33761	3.27356	2.09322	3.04287
33762	3.27366	2.09332	3.04288
33763	3.27375	2.09341	3.04289
33764	3.27385	2.09351	3.0429
33765	3.27395	2.09361	3.04291
33766	3.27404	2.0937	3.04293
33767	3.27414	2.0938	3.04294
33768	3.27424	2.0939	3.04295
33769	3.27433	2.09399	3.04296
33770	3.27443	2.09409	3.04297
33771	3.27453	2.09419	3.04298
33772	3.27463	2.09429	3.04299
33773	3.27472	2.09438	3.043
33774	3.27482	2.09448	3.04301
33775	3.27492	2.09458	3.04302
33776	3.27501	2.09467	3.04304
33777	3.27511	2.09477	3.04305
33778	3.27521	2.09487	3.04306
33779	3.2753	2.09496	3.04307
33780	3.2754	2.09506	3.04308
33781	3.2755	2.09516	3.04309
33782	3.2756	2.09525	3.0431
33783	3.27569	2.09535	3.04311
33784	3.27579	2.09545	3.04312
33785	3.27589	2.09555	3.04313
33786	3.27598	2.09564	3.04315
33787	3.27608	2.09574	3.04316
33788	3.27618	2.09584	3.04317
33789	3.27627	2.09593	3.04318
33790	3.27637	2.09603	3.04319
33791	3.27647	2.09613	3.0432
33792	3.27656	2.09622	3.04321
33793	3.27666	2.09632	3.04322
33794	3.27676	2.09642	3.04323
33795	3.27686	2.09652	3.04325
33796	3.27695	2.09661	3.04326
33797	3.27705	2.09671	3.04327
33798	3.27715	2.09681	3.04328
33799	3.27724	2.0969	3.04329
33800	3.27734	2.097	3.0433
33801	3.27744	2.0971	3.04331
33802	3.27753	2.09719	3.04332
33803	3.27763	2.09729	3.04333
33804	3.27773	2.09739	3.04334
33805	3.27783	2.09749	3.04336
33806	3.27792	2.09758	3.04337
33807	3.27802	2.09768	3.04338
33808	3.27812	2.09778	3.04339
33809	3.27821	2.09787	3.0434
33810	3.27831	2.09797	3.04341
33811	3.27841	2.09807	3.04342
33812	3.2785	2.09816	3.04343
33813	3.2786	2.09826	3.04344
33814	3.2787	2.09836	3.04345
33815	3.27879	2.09845	3.04347
33816	3.27889	2.09855	3.04348
33817	3.27899	2.09865	3.04349
33818	3.27909	2.09875	3.0435
33819	3.27918	2.09884	3.04351
33820	3.27928	2.09894	3.04352
33821	3.27938	2.09904	3.04353
33822	3.27947	2.09913	3.04354
33823	3.27957	2.09923	3.04355
33824	3.27967	2.09933	3.04356
33825	3.27976	2.09942	3.04357
33826	3.27986	2.09952	3.04359
33827	3.27996	2.09962	3.0436
33828	3.28006	2.09972	3.04361
33829	3.28015	2.09981	3.04362
33830	3.28025	2.09991	3.04363
33831	3.28035	2.10001	3.04364
33832	3.28044	2.1001	3.04365
33833	3.28054	2.1002	3.04366
33834	3.28064	2.1003	3.04367
33835	3.28073	2.10039	3.04368
33836	3.28083	2.10049	3.0437
33837	3.28093	2.10059	3.04371
33838	3.28103	2.10068	3.04372
33839	3.28112	2.10078	3.04373
33840	3.28122	2.10088	3.04374
33841	3.28132	2.10098	3.04375
33842	3.28141	2.10107	3.04376
33843	3.28151	2.10117	3.04377
33844	3.28161	2.10127	3.04378
33845	3.2817	2.10136	3.04379
33846	3.2818	2.10146	3.04381
33847	3.2819	2.10156	3.04382
33848	3.28199	2.10165	3.04383
33849	3.28209	2.10175	3.04384
33850	3.28219	2.10185	3.04385
33851	3.28229	2.10195	3.04386
33852	3.28238	2.10204	3.04387
33853	3.28248	2.10214	3.04388
33854	3.28258	2.10224	3.04389
33855	3.28267	2.10233	3.0439
33856	3.28277	2.10243	3.04392
33857	3.28287	2.10253	3.04393
33858	3.28296	2.10262	3.04394
33859	3.28306	2.10272	3.04395
33860	3.28316	2.10282	3.04396
33861	3.28326	2.10292	3.04397
33862	3.28335	2.10301	3.04398
33863	3.28345	2.10311	3.04399
33864	3.28355	2.10321	3.044
33865	3.28364	2.1033	3.04401
33866	3.28374	2.1034	3.04403
33867	3.28384	2.1035	3.04404
33868	3.28393	2.10359	3.04405
33869	3.28403	2.10369	3.04406
33870	3.28413	2.10379	3.04407
33871	3.28422	2.10388	3.04408
33872	3.28432	2.10398	3.04409
33873	3.28442	2.10408	3.0441
33874	3.28452	2.10418	3.04411
33875	3.28461	2.10427	3.04412
33876	3.28471	2.10437	3.04413
33877	3.28481	2.10447	3.04415
33878	3.2849	2.10456	3.04416
33879	3.285	2.10466	3.04417
33880	3.2851	2.10476	3.04418
33881	3.28519	2.10485	3.04419
33882	3.28529	2.10495	3.0442
33883	3.28539	2.10505	3.04421
33884	3.28549	2.10515	3.04422
33885	3.28558	2.10524	3.04423
33886	3.28568	2.10534	3.04424
33887	3.28578	2.10544	3.04426
33888	3.28587	2.10553	3.04427
33889	3.28597	2.10563	3.04428
33890	3.28607	2.10573	3.04429
33891	3.28616	2.10582	3.0443
33892	3.28626	2.10592	3.04431
33893	3.28636	2.10602	3.04432
33894	3.28645	2.10611	3.04433
33895	3.28655	2.10621	3.04434
33896	3.28665	2.10631	3.04435
33897	3.28675	2.10641	3.04436
33898	3.28684	2.1065	3.04438
33899	3.28694	2.1066	3.04439
33900	3.28704	2.1067	3.0444
33901	3.28713	2.10679	3.04441
33902	3.28723	2.10689	3.04442
33903	3.28733	2.10699	3.04443
33904	3.28742	2.10708	3.04444
33905	3.28752	2.10718	3.04445
33906	3.28762	2.10728	3.04446
33907	3.28772	2.10738	3.04447
33908	3.28781	2.10747	3.04448
33909	3.28791	2.10757	3.0445
33910	3.28801	2.10767	3.04451
33911	3.2881	2.10776	3.04452
33912	3.2882	2.10786	3.04453
33913	3.2883	2.10796	3.04454
33914	3.28839	2.10805	3.04455
33915	3.28849	2.10815	3.04456
33916	3.28859	2.10825	3.04457
33917	3.28869	2.10834	3.04458
33918	3.28878	2.10844	3.04459
33919	3.28888	2.10854	3.04461
33920	3.28898	2.10864	3.04462
33921	3.28907	2.10873	3.04463
33922	3.28917	2.10883	3.04464
33923	3.28927	2.10893	3.04465
33924	3.28936	2.10902	3.04466
33925	3.28946	2.10912	3.04467
33926	3.28956	2.10922	3.04468
33927	3.28965	2.10931	3.04469
33928	3.28975	2.10941	3.0447
33929	3.28985	2.10951	3.04471
33930	3.28995	2.10961	3.04473
33931	3.29004	2.1097	3.04474
33932	3.29014	2.1098	3.04475
33933	3.29024	2.1099	3.04476
33934	3.29033	2.10999	3.04477
33935	3.29043	2.11009	3.04478
33936	3.29053	2.11019	3.04479
33937	3.29062	2.11028	3.0448
33938	3.29072	2.11038	3.04481
33939	3.29082	2.11048	3.04482
33940	3.29092	2.11058	3.04483
33941	3.29101	2.11067	3.04485
33942	3.29111	2.11077	3.04486
33943	3.29121	2.11087	3.04487
33944	3.2913	2.11096	3.04488
33945	3.2914	2.11106	3.04489
33946	3.2915	2.11116	3.0449
33947	3.29159	2.11125	3.04491
33948	3.29169	2.11135	3.04492
33949	3.29179	2.11145	3.04493
33950	3.29188	2.11154	3.04494
33951	3.29198	2.11164	3.04495
33952	3.29208	2.11174	3.04497
33953	3.29218	2.11184	3.04498
33954	3.29227	2.11193	3.04499
33955	3.29237	2.11203	3.045
33956	3.29247	2.11213	3.04501
33957	3.29256	2.11222	3.04502
33958	3.29266	2.11232	3.04503
33959	3.29276	2.11242	3.04504
33960	3.29285	2.11251	3.04505
33961	3.29295	2.11261	3.04506
33962	3.29305	2.11271	3.04507
33963	3.29315	2.11281	3.04509
33964	3.29324	2.1129	3.0451
33965	3.29334	2.113	3.04511
33966	3.29344	2.1131	3.04512
33967	3.29353	2.11319	3.04513
33968	3.29363	2.11329	3.04514
33969	3.29373	2.11339	3.04515
33970	3.29382	2.11348	3.04516
33971	3.29392	2.11358	3.04517
33972	3.29402	2.11368	3.04518
33973	3.29412	2.11377	3.04519
33974	3.29421	2.11387	3.04521
33975	3.29431	2.11397	3.04522
33976	3.29441	2.11407	3.04523
33977	3.2945	2.11416	3.04524
33978	3.2946	2.11426	3.04525
33979	3.2947	2.11436	3.04526
33980	3.29479	2.11445	3.04527
33981	3.29489	2.11455	3.04528
33982	3.29499	2.11465	3.04529
33983	3.29508	2.11474	3.0453
33984	3.29518	2.11484	3.04531
33985	3.29528	2.11494	3.04533
33986	3.29538	2.11504	3.04534
33987	3.29547	2.11513	3.04535
33988	3.29557	2.11523	3.04536
33989	3.29567	2.11533	3.04537
33990	3.29576	2.11542	3.04538
33991	3.29586	2.11552	3.04539
33992	3.29596	2.11562	3.0454
33993	3.29605	2.11571	3.04541
33994	3.29615	2.11581	3.04542
33995	3.29625	2.11591	3.04543
33996	3.29635	2.116	3.04545
33997	3.29644	2.1161	3.04546
33998	3.29654	2.1162	3.04547
33999	3.29664	2.1163	3.04548
34000	3.29673	2.11639	3.04549
34001	3.29683	2.11649	3.0455
34002	3.29693	2.11659	3.04551
34003	3.29702	2.11668	3.04552
34004	3.29712	2.11678	3.04553
34005	3.29722	2.11688	3.04554
34006	3.29731	2.11697	3.04555
34007	3.29741	2.11707	3.04557
34008	3.29751	2.11717	3.04558
34009	3.29761	2.11727	3.04559
34010	3.2977	2.11736	3.0456
34011	3.2978	2.11746	3.04561
34012	3.2979	2.11756	3.04562
34013	3.29799	2.11765	3.04563
34014	3.29809	2.11775	3.04564
34015	3.29819	2.11785	3.04565
34016	3.29828	2.11794	3.04566
34017	3.29838	2.11804	3.04567
34018	3.29848	2.11814	3.04568
34019	3.29858	2.11824	3.0457
34020	3.29867	2.11833	3.04571
34021	3.29877	2.11843	3.04572
34022	3.29887	2.11853	3.04573
34023	3.29896	2.11862	3.04574
34024	3.29906	2.11872	3.04575
34025	3.29916	2.11882	3.04576
34026	3.29925	2.11891	3.04577
34027	3.29935	2.11901	3.04578
34028	3.29945	2.11911	3.04579
34029	3.29954	2.1192	3.0458
34030	3.29964	2.1193	3.04582
34031	3.29974	2.1194	3.04583
34032	3.29984	2.1195	3.04584
34033	3.29993	2.11959	3.04585
34034	3.30003	2.11969	3.04586
34035	3.30013	2.11979	3.04587
34036	3.30022	2.11988	3.04588
34037	3.30032	2.11998	3.04589
34038	3.30042	2.12008	3.0459
34039	3.30051	2.12017	3.04591
34040	3.30061	2.12027	3.04592
34041	3.30071	2.12037	3.04593
34042	3.30081	2.12047	3.04595
34043	3.3009	2.12056	3.04596
34044	3.301	2.12066	3.04597
34045	3.3011	2.12076	3.04598
34046	3.30119	2.12085	3.04599
34047	3.30129	2.12095	3.046
34048	3.30139	2.12105	3.04601
34049	3.30148	2.12114	3.04602
34050	3.30158	2.12124	3.04603
34051	3.30168	2.12134	3.04604
34052	3.30178	2.12143	3.04605
34053	3.30187	2.12153	3.04606
34054	3.30197	2.12163	3.04608
34055	3.30207	2.12173	3.04609
34056	3.30216	2.12182	3.0461
34057	3.30226	2.12192	3.04611
34058	3.30236	2.12202	3.04612
34059	3.30245	2.12211	3.04613
34060	3.30255	2.12221	3.04614
34061	3.30265	2.12231	3.04615
34062	3.30274	2.1224	3.04616
34063	3.30284	2.1225	3.04617
34064	3.30294	2.1226	3.04618
34065	3.30304	2.1227	3.0462
34066	3.30313	2.12279	3.04621
34067	3.30323	2.12289	3.04622
34068	3.30333	2.12299	3.04623
34069	3.30342	2.12308	3.04624
34070	3.30352	2.12318	3.04625
34071	3.30362	2.12328	3.04626
34072	3.30371	2.12337	3.04627
34073	3.30381	2.12347	3.04628
34074	3.30391	2.12357	3.04629
34075	3.30401	2.12367	3.0463
34076	3.3041	2.12376	3.04631
34077	3.3042	2.12386	3.04633
34078	3.3043	2.12396	3.04634
34079	3.30439	2.12405	3.04635
34080	3.30449	2.12415	3.04636
34081	3.30459	2.12425	3.04637
34082	3.30468	2.12434	3.04638
34083	3.30478	2.12444	3.04639
34084	3.30488	2.12454	3.0464
34085	3.30497	2.12463	3.04641
34086	3.30507	2.12473	3.04642
34087	3.30517	2.12483	3.04643
34088	3.30527	2.12493	3.04644
34089	3.30536	2.12502	3.04646
34090	3.30546	2.12512	3.04647
34091	3.30556	2.12522	3.04648
34092	3.30565	2.12531	3.04649
34093	3.30575	2.12541	3.0465
34094	3.30585	2.12551	3.04651
34095	3.30594	2.1256	3.04652
34096	3.30604	2.1257	3.04653
34097	3.30614	2.1258	3.04654
34098	3.30624	2.1259	3.04655
34099	3.30633	2.12599	3.04656
34100	3.30643	2.12609	3.04657
34101	3.30653	2.12619	3.04659
34102	3.30662	2.12628	3.0466
34103	3.30672	2.12638	3.04661
34104	3.30682	2.12648	3.04662
34105	3.30691	2.12657	3.04663
34106	3.30701	2.12667	3.04664
34107	3.30711	2.12677	3.04665
34108	3.30721	2.12686	3.04666
34109	3.3073	2.12696	3.04667
34110	3.3074	2.12706	3.04668
34111	3.3075	2.12716	3.04669
34112	3.30759	2.12725	3.0467
34113	3.30769	2.12735	3.04672
34114	3.30779	2.12745	3.04673
34115	3.30788	2.12754	3.04674
34116	3.30798	2.12764	3.04675
34117	3.30808	2.12774	3.04676
34118	3.30817	2.12783	3.04677
34119	3.30827	2.12793	3.04678
34120	3.30837	2.12803	3.04679
34121	3.30847	2.12813	3.0468
34122	3.30856	2.12822	3.04681
34123	3.30866	2.12832	3.04682
34124	3.30876	2.12842	3.04683
34125	3.30885	2.12851	3.04684
34126	3.30895	2.12861	3.04686
34127	3.30905	2.12871	3.04687
34128	3.30914	2.1288	3.04688
34129	3.30924	2.1289	3.04689
34130	3.30934	2.129	3.0469
34131	3.30944	2.12909	3.04691
34132	3.30953	2.12919	3.04692
34133	3.30963	2.12929	3.04693
34134	3.30973	2.12939	3.04694
34135	3.30982	2.12948	3.04695
34136	3.30992	2.12958	3.04696
34137	3.31002	2.12968	3.04697
34138	3.31011	2.12977	3.04699
34139	3.31021	2.12987	3.047
34140	3.31031	2.12997	3.04701
34141	3.3104	2.13006	3.04702
34142	3.3105	2.13016	3.04703
34143	3.3106	2.13026	3.04704
34144	3.3107	2.13036	3.04705
34145	3.31079	2.13045	3.04706
34146	3.31089	2.13055	3.04707
34147	3.31099	2.13065	3.04708
34148	3.31108	2.13074	3.04709
34149	3.31118	2.13084	3.0471
34150	3.31128	2.13094	3.04711
34151	3.31137	2.13103	3.04713
34152	3.31147	2.13113	3.04714
34153	3.31157	2.13123	3.04715
34154	3.31167	2.13133	3.04716
34155	3.31176	2.13142	3.04717
34156	3.31186	2.13152	3.04718
34157	3.31196	2.13162	3.04719
34158	3.31205	2.13171	3.0472
34159	3.31215	2.13181	3.04721
34160	3.31225	2.13191	3.04722
34161	3.31234	2.132	3.04723
34162	3.31244	2.1321	3.04724
34163	3.31254	2.1322	3.04726
34164	3.31263	2.13229	3.04727
34165	3.31273	2.13239	3.04728
34166	3.31283	2.13249	3.04729
34167	3.31293	2.13259	3.0473
34168	3.31302	2.13268	3.04731
34169	3.31312	2.13278	3.04732
34170	3.31322	2.13288	3.04733
34171	3.31331	2.13297	3.04734
34172	3.31341	2.13307	3.04735
34173	3.31351	2.13317	3.04736
34174	3.3136	2.13326	3.04737
34175	3.3137	2.13336	3.04738
34176	3.3138	2.13346	3.0474
34177	3.3139	2.13356	3.04741
34178	3.31399	2.13365	3.04742
34179	3.31409	2.13375	3.04743
34180	3.31419	2.13385	3.04744
34181	3.31428	2.13394	3.04745
34182	3.31438	2.13404	3.04746
34183	3.31448	2.13414	3.04747
34184	3.31457	2.13423	3.04748
34185	3.31467	2.13433	3.04749
34186	3.31477	2.13443	3.0475
34187	3.31487	2.13452	3.04751
34188	3.31496	2.13462	3.04752
34189	3.31506	2.13472	3.04754
34190	3.31516	2.13482	3.04755
34191	3.31525	2.13491	3.04756
34192	3.31535	2.13501	3.04757
34193	3.31545	2.13511	3.04758
34194	3.31554	2.1352	3.04759
34195	3.31564	2.1353	3.0476
34196	3.31574	2.1354	3.04761
34197	3.31583	2.13549	3.04762
34198	3.31593	2.13559	3.04763
34199	3.31603	2.13569	3.04764
34200	3.31613	2.13579	3.04765
34201	3.31622	2.13588	3.04766
34202	3.31632	2.13598	3.04768
34203	3.31642	2.13608	3.04769
34204	3.31651	2.13617	3.0477
34205	3.31661	2.13627	3.04771
34206	3.31671	2.13637	3.04772
34207	3.3168	2.13646	3.04773
34208	3.3169	2.13656	3.04774
34209	3.317	2.13666	3.04775
34210	3.3171	2.13676	3.04776
34211	3.31719	2.13685	3.04777
34212	3.31729	2.13695	3.04778
34213	3.31739	2.13705	3.04779
34214	3.31748	2.13714	3.0478
34215	3.31758	2.13724	3.04782
34216	3.31768	2.13734	3.04783
34217	3.31777	2.13743	3.04784
34218	3.31787	2.13753	3.04785
34219	3.31797	2.13763	3.04786
34220	3.31806	2.13772	3.04787
34221	3.31816	2.13782	3.04788
34222	3.31826	2.13792	3.04789
34223	3.31836	2.13802	3.0479
34224	3.31845	2.13811	3.04791
34225	3.31855	2.13821	3.04792
34226	3.31865	2.13831	3.04793
34227	3.31874	2.1384	3.04794
34228	3.31884	2.1385	3.04796
34229	3.31894	2.1386	3.04797
34230	3.31903	2.13869	3.04798
34231	3.31913	2.13879	3.04799
34232	3.31923	2.13889	3.048
34233	3.31933	2.13899	3.04801
34234	3.31942	2.13908	3.04802
34235	3.31952	2.13918	3.04803
34236	3.31962	2.13928	3.04804
34237	3.31971	2.13937	3.04805
34238	3.31981	2.13947	3.04806
34239	3.31991	2.13957	3.04807
34240	3.32	2.13966	3.04808
34241	3.3201	2.13976	3.0481
34242	3.3202	2.13986	3.04811
34243	3.32029	2.13995	3.04812
34244	3.32039	2.14005	3.04813
34245	3.32049	2.14015	3.04814
34246	3.32059	2.14025	3.04815
34247	3.32068	2.14034	3.04816
34248	3.32078	2.14044	3.04817
34249	3.32088	2.14054	3.04818
34250	3.32097	2.14063	3.04819
34251	3.32107	2.14073	3.0482
34252	3.32117	2.14083	3.04821
34253	3.32126	2.14092	3.04822
34254	3.32136	2.14102	3.04823
34255	3.32146	2.14112	3.04825
34256	3.32156	2.14122	3.04826
34257	3.32165	2.14131	3.04827
34258	3.32175	2.14141	3.04828
34259	3.32185	2.14151	3.04829
34260	3.32194	2.1416	3.0483
34261	3.32204	2.1417	3.04831
34262	3.32214	2.1418	3.04832
34263	3.32223	2.14189	3.04833
34264	3.32233	2.14199	3.04834
34265	3.32243	2.14209	3.04835
34266	3.32253	2.14218	3.04836
34267	3.32262	2.14228	3.04837
34268	3.32272	2.14238	3.04839
34269	3.32282	2.14248	3.0484
34270	3.32291	2.14257	3.04841
34271	3.32301	2.14267	3.04842
34272	3.32311	2.14277	3.04843
34273	3.3232	2.14286	3.04844
34274	3.3233	2.14296	3.04845
34275	3.3234	2.14306	3.04846
34276	3.32349	2.14315	3.04847
34277	3.32359	2.14325	3.04848
34278	3.32369	2.14335	3.04849
34279	3.32379	2.14345	3.0485
34280	3.32388	2.14354	3.04851
34281	3.32398	2.14364	3.04852
34282	3.32408	2.14374	3.04854
34283	3.32417	2.14383	3.04855
34284	3.32427	2.14393	3.04856
34285	3.32437	2.14403	3.04857
34286	3.32446	2.14412	3.04858
34287	3.32456	2.14422	3.04859
34288	3.32466	2.14432	3.0486
34289	3.32476	2.14442	3.04861
34290	3.32485	2.14451	3.04862
34291	3.32495	2.14461	3.04863
34292	3.32505	2.14471	3.04864
34293	3.32514	2.1448	3.04865
34294	3.32524	2.1449	3.04866
34295	3.32534	2.145	3.04867
34296	3.32543	2.14509	3.04869
34297	3.32553	2.14519	3.0487
34298	3.32563	2.14529	3.04871
34299	3.32572	2.14538	3.04872
34300	3.32582	2.14548	3.04873
34301	3.32592	2.14558	3.04874
34302	3.32602	2.14568	3.04875
34303	3.32611	2.14577	3.04876
34304	3.32621	2.14587	3.04877
34305	3.32631	2.14597	3.04878
34306	3.3264	2.14606	3.04879
34307	3.3265	2.14616	3.0488
34308	3.3266	2.14626	3.04881
34309	3.32669	2.14635	3.04882
34310	3.32679	2.14645	3.04884
34311	3.32689	2.14655	3.04885
34312	3.32699	2.14665	3.04886
34313	3.32708	2.14674	3.04887
34314	3.32718	2.14684	3.04888
34315	3.32728	2.14694	3.04889
34316	3.32737	2.14703	3.0489
34317	3.32747	2.14713	3.04891
34318	3.32757	2.14723	3.04892
34319	3.32766	2.14732	3.04893
34320	3.32776	2.14742	3.04894
34321	3.32786	2.14752	3.04895
34322	3.32796	2.14761	3.04896
34323	3.32805	2.14771	3.04897
34324	3.32815	2.14781	3.04899
34325	3.32825	2.14791	3.049
34326	3.32834	2.148	3.04901
34327	3.32844	2.1481	3.04902
34328	3.32854	2.1482	3.04903
34329	3.32863	2.14829	3.04904
34330	3.32873	2.14839	3.04905
34331	3.32883	2.14849	3.04906
34332	3.32892	2.14858	3.04907
34333	3.32902	2.14868	3.04908
34334	3.32912	2.14878	3.04909
34335	3.32922	2.14888	3.0491
34336	3.32931	2.14897	3.04911
34337	3.32941	2.14907	3.04912
34338	3.32951	2.14917	3.04913
34339	3.3296	2.14926	3.04915
34340	3.3297	2.14936	3.04916
34341	3.3298	2.14946	3.04917
34342	3.32989	2.14955	3.04918
34343	3.32999	2.14965	3.04919
34344	3.33009	2.14975	3.0492
34345	3.33019	2.14984	3.04921
34346	3.33028	2.14994	3.04922
34347	3.33038	2.15004	3.04923
34348	3.33048	2.15014	3.04924
34349	3.33057	2.15023	3.04925
34350	3.33067	2.15033	3.04926
34351	3.33077	2.15043	3.04927
34352	3.33086	2.15052	3.04928
34353	3.33096	2.15062	3.0493
34354	3.33106	2.15072	3.04931
34355	3.33115	2.15081	3.04932
34356	3.33125	2.15091	3.04933
34357	3.33135	2.15101	3.04934
34358	3.33145	2.15111	3.04935
34359	3.33154	2.1512	3.04936
34360	3.33164	2.1513	3.04937
34361	3.33174	2.1514	3.04938
34362	3.33183	2.15149	3.04939
34363	3.33193	2.15159	3.0494
34364	3.33203	2.15169	3.04941
34365	3.33212	2.15178	3.04942
34366	3.33222	2.15188	3.04943
34367	3.33232	2.15198	3.04944
34368	3.33242	2.15208	3.04946
34369	3.33251	2.15217	3.04947
34370	3.33261	2.15227	3.04948
34371	3.33271	2.15237	3.04949
34372	3.3328	2.15246	3.0495
34373	3.3329	2.15256	3.04951
34374	3.333	2.15266	3.04952
34375	3.33309	2.15275	3.04953
34376	3.33319	2.15285	3.04954
34377	3.33329	2.15295	3.04955
34378	3.33338	2.15304	3.04956
34379	3.33348	2.15314	3.04957
34380	3.33358	2.15324	3.04958
34381	3.33368	2.15334	3.04959
34382	3.33377	2.15343	3.0496
