t, c	M(t), рад	E(t), рад	Theta(t), рад	
13458	1.30492	0.124584	1.26108
13459	1.30502	0.124681	1.26182
13460	1.30512	0.124778	1.26256
13461	1.30522	0.124875	1.2633
13462	1.30531	0.124972	1.26405
13463	1.30541	0.125069	1.26479
13464	1.30551	0.125166	1.26553
13465	1.3056	0.125263	1.26627
13466	1.3057	0.12536	1.26701
13467	1.3058	0.125457	1.26775
13468	1.30589	0.125554	1.26849
13469	1.30599	0.125651	1.26923
13470	1.30609	0.125748	1.26997
13471	1.30619	0.125845	1.2707
13472	1.30628	0.125942	1.27144
13473	1.30638	0.126039	1.27218
13474	1.30648	0.126136	1.27292
13475	1.30657	0.126233	1.27365
13476	1.30667	0.12633	1.27439
13477	1.30677	0.126427	1.27513
13478	1.30686	0.126524	1.27586
13479	1.30696	0.126621	1.2766
13480	1.30706	0.126717	1.27733
13481	1.30715	0.126814	1.27806
13482	1.30725	0.126911	1.2788
13483	1.30735	0.127008	1.27953
13484	1.30745	0.127105	1.28027
13485	1.30754	0.127202	1.281
13486	1.30764	0.127299	1.28173
13487	1.30774	0.127396	1.28246
13488	1.30783	0.127493	1.28319
13489	1.30793	0.12759	1.28392
13490	1.30803	0.127687	1.28466
13491	1.30812	0.127784	1.28539
13492	1.30822	0.127881	1.28612
13493	1.30832	0.127978	1.28684
13494	1.30842	0.128075	1.28757
13495	1.30851	0.128172	1.2883
13496	1.30861	0.128269	1.28903
13497	1.30871	0.128366	1.28976
13498	1.3088	0.128463	1.29049
13499	1.3089	0.12856	1.29121
13500	1.309	0.128657	1.29194
13501	1.30909	0.128754	1.29267
13502	1.30919	0.128851	1.29339
13503	1.30929	0.128948	1.29412
13504	1.30938	0.129045	1.29484
13505	1.30948	0.129142	1.29557
13506	1.30958	0.129239	1.29629
13507	1.30968	0.129335	1.29702
13508	1.30977	0.129432	1.29774
13509	1.30987	0.129529	1.29846
13510	1.30997	0.129626	1.29919
13511	1.31006	0.129723	1.29991
13512	1.31016	0.12982	1.30063
13513	1.31026	0.129917	1.30135
13514	1.31035	0.130014	1.30207
13515	1.31045	0.130111	1.30279
13516	1.31055	0.130208	1.30351
13517	1.31065	0.130305	1.30423
13518	1.31074	0.130402	1.30495
13519	1.31084	0.130499	1.30567
13520	1.31094	0.130596	1.30639
13521	1.31103	0.130693	1.30711
13522	1.31113	0.13079	1.30783
13523	1.31123	0.130887	1.30855
13524	1.31132	0.130984	1.30926
13525	1.31142	0.131081	1.30998
13526	1.31152	0.131178	1.3107
13527	1.31161	0.131275	1.31141
13528	1.31171	0.131372	1.31213
13529	1.31181	0.131469	1.31285
13530	1.31191	0.131566	1.31356
13531	1.312	0.131663	1.31427
13532	1.3121	0.13176	1.31499
13533	1.3122	0.131857	1.3157
13534	1.31229	0.131953	1.31642
13535	1.31239	0.13205	1.31713
13536	1.31249	0.132147	1.31784
13537	1.31258	0.132244	1.31855
13538	1.31268	0.132341	1.31927
13539	1.31278	0.132438	1.31998
13540	1.31288	0.132535	1.32069
13541	1.31297	0.132632	1.3214
13542	1.31307	0.132729	1.32211
13543	1.31317	0.132826	1.32282
13544	1.31326	0.132923	1.32353
13545	1.31336	0.13302	1.32424
13546	1.31346	0.133117	1.32495
13547	1.31355	0.133214	1.32566
13548	1.31365	0.133311	1.32636
13549	1.31375	0.133408	1.32707
13550	1.31385	0.133505	1.32778
13551	1.31394	0.133602	1.32849
13552	1.31404	0.133699	1.32919
13553	1.31414	0.133796	1.3299
13554	1.31423	0.133893	1.3306
13555	1.31433	0.13399	1.33131
13556	1.31443	0.134087	1.33201
13557	1.31452	0.134184	1.33272
13558	1.31462	0.134281	1.33342
13559	1.31472	0.134378	1.33413
13560	1.31481	0.134475	1.33483
13561	1.31491	0.134571	1.33553
13562	1.31501	0.134668	1.33624
13563	1.31511	0.134765	1.33694
13564	1.3152	0.134862	1.33764
13565	1.3153	0.134959	1.33834
13566	1.3154	0.135056	1.33904
13567	1.31549	0.135153	1.33974
13568	1.31559	0.13525	1.34044
13569	1.31569	0.135347	1.34114
13570	1.31578	0.135444	1.34184
13571	1.31588	0.135541	1.34254
13572	1.31598	0.135638	1.34324
13573	1.31608	0.135735	1.34394
13574	1.31617	0.135832	1.34464
13575	1.31627	0.135929	1.34533
13576	1.31637	0.136026	1.34603
13577	1.31646	0.136123	1.34673
13578	1.31656	0.13622	1.34742
13579	1.31666	0.136317	1.34812
13580	1.31675	0.136414	1.34882
13581	1.31685	0.136511	1.34951
13582	1.31695	0.136608	1.35021
13583	1.31704	0.136705	1.3509
13584	1.31714	0.136802	1.3516
13585	1.31724	0.136899	1.35229
13586	1.31734	0.136996	1.35298
13587	1.31743	0.137093	1.35368
13588	1.31753	0.137189	1.35437
13589	1.31763	0.137286	1.35506
13590	1.31772	0.137383	1.35575
13591	1.31782	0.13748	1.35644
13592	1.31792	0.137577	1.35714
13593	1.31801	0.137674	1.35783
13594	1.31811	0.137771	1.35852
13595	1.31821	0.137868	1.35921
13596	1.31831	0.137965	1.3599
13597	1.3184	0.138062	1.36059
13598	1.3185	0.138159	1.36127
13599	1.3186	0.138256	1.36196
13600	1.31869	0.138353	1.36265
13601	1.31879	0.13845	1.36334
13602	1.31889	0.138547	1.36403
13603	1.31898	0.138644	1.36471
13604	1.31908	0.138741	1.3654
13605	1.31918	0.138838	1.36609
13606	1.31927	0.138935	1.36677
13607	1.31937	0.139032	1.36746
13608	1.31947	0.139129	1.36814
13609	1.31957	0.139226	1.36883
13610	1.31966	0.139323	1.36951
13611	1.31976	0.13942	1.37019
13612	1.31986	0.139517	1.37088
13613	1.31995	0.139614	1.37156
13614	1.32005	0.139711	1.37224
13615	1.32015	0.139807	1.37293
13616	1.32024	0.139904	1.37361
13617	1.32034	0.140001	1.37429
13618	1.32044	0.140098	1.37497
13619	1.32054	0.140195	1.37565
13620	1.32063	0.140292	1.37633
13621	1.32073	0.140389	1.37701
13622	1.32083	0.140486	1.37769
13623	1.32092	0.140583	1.37837
13624	1.32102	0.14068	1.37905
13625	1.32112	0.140777	1.37973
13626	1.32121	0.140874	1.38041
13627	1.32131	0.140971	1.38109
13628	1.32141	0.141068	1.38176
13629	1.32151	0.141165	1.38244
13630	1.3216	0.141262	1.38312
13631	1.3217	0.141359	1.38379
13632	1.3218	0.141456	1.38447
13633	1.32189	0.141553	1.38515
13634	1.32199	0.14165	1.38582
13635	1.32209	0.141747	1.3865
13636	1.32218	0.141844	1.38717
13637	1.32228	0.141941	1.38784
13638	1.32238	0.142038	1.38852
13639	1.32247	0.142135	1.38919
13640	1.32257	0.142232	1.38987
13641	1.32267	0.142328	1.39054
13642	1.32277	0.142425	1.39121
13643	1.32286	0.142522	1.39188
13644	1.32296	0.142619	1.39255
13645	1.32306	0.142716	1.39322
13646	1.32315	0.142813	1.3939
13647	1.32325	0.14291	1.39457
13648	1.32335	0.143007	1.39524
13649	1.32344	0.143104	1.39591
13650	1.32354	0.143201	1.39658
13651	1.32364	0.143298	1.39724
13652	1.32374	0.143395	1.39791
13653	1.32383	0.143492	1.39858
13654	1.32393	0.143589	1.39925
13655	1.32403	0.143686	1.39992
13656	1.32412	0.143783	1.40058
13657	1.32422	0.14388	1.40125
13658	1.32432	0.143977	1.40192
13659	1.32441	0.144074	1.40258
13660	1.32451	0.144171	1.40325
13661	1.32461	0.144268	1.40391
13662	1.3247	0.144365	1.40458
13663	1.3248	0.144462	1.40524
13664	1.3249	0.144559	1.40591
13665	1.325	0.144656	1.40657
13666	1.32509	0.144753	1.40723
13667	1.32519	0.14485	1.4079
13668	1.32529	0.144946	1.40856
13669	1.32538	0.145043	1.40922
13670	1.32548	0.14514	1.40988
13671	1.32558	0.145237	1.41055
13672	1.32567	0.145334	1.41121
13673	1.32577	0.145431	1.41187
13674	1.32587	0.145528	1.41253
13675	1.32597	0.145625	1.41319
13676	1.32606	0.145722	1.41385
13677	1.32616	0.145819	1.41451
13678	1.32626	0.145916	1.41517
13679	1.32635	0.146013	1.41582
13680	1.32645	0.14611	1.41648
13681	1.32655	0.146207	1.41714
13682	1.32664	0.146304	1.4178
13683	1.32674	0.146401	1.41846
13684	1.32684	0.146498	1.41911
13685	1.32694	0.146595	1.41977
13686	1.32703	0.146692	1.42042
13687	1.32713	0.146789	1.42108
13688	1.32723	0.146886	1.42174
13689	1.32732	0.146983	1.42239
13690	1.32742	0.14708	1.42305
13691	1.32752	0.147177	1.4237
13692	1.32761	0.147274	1.42435
13693	1.32771	0.147371	1.42501
13694	1.32781	0.147468	1.42566
13695	1.3279	0.147564	1.42631
13696	1.328	0.147661	1.42697
13697	1.3281	0.147758	1.42762
13698	1.3282	0.147855	1.42827
13699	1.32829	0.147952	1.42892
13700	1.32839	0.148049	1.42957
13701	1.32849	0.148146	1.43022
13702	1.32858	0.148243	1.43087
13703	1.32868	0.14834	1.43152
13704	1.32878	0.148437	1.43217
13705	1.32887	0.148534	1.43282
13706	1.32897	0.148631	1.43347
13707	1.32907	0.148728	1.43412
13708	1.32917	0.148825	1.43477
13709	1.32926	0.148922	1.43541
13710	1.32936	0.149019	1.43606
13711	1.32946	0.149116	1.43671
13712	1.32955	0.149213	1.43736
13713	1.32965	0.14931	1.438
13714	1.32975	0.149407	1.43865
13715	1.32984	0.149504	1.43929
13716	1.32994	0.149601	1.43994
13717	1.33004	0.149698	1.44058
13718	1.33013	0.149795	1.44123
13719	1.33023	0.149892	1.44187
13720	1.33033	0.149989	1.44252
13721	1.33043	0.150086	1.44316
13722	1.33052	0.150182	1.4438
13723	1.33062	0.150279	1.44444
13724	1.33072	0.150376	1.44509
13725	1.33081	0.150473	1.44573
13726	1.33091	0.15057	1.44637
13727	1.33101	0.150667	1.44701
13728	1.3311	0.150764	1.44765
13729	1.3312	0.150861	1.44829
13730	1.3313	0.150958	1.44893
13731	1.3314	0.151055	1.44957
13732	1.33149	0.151152	1.45021
13733	1.33159	0.151249	1.45085
13734	1.33169	0.151346	1.45149
13735	1.33178	0.151443	1.45213
13736	1.33188	0.15154	1.45277
13737	1.33198	0.151637	1.4534
13738	1.33207	0.151734	1.45404
13739	1.33217	0.151831	1.45468
13740	1.33227	0.151928	1.45531
13741	1.33236	0.152025	1.45595
13742	1.33246	0.152122	1.45659
13743	1.33256	0.152219	1.45722
13744	1.33266	0.152316	1.45786
13745	1.33275	0.152413	1.45849
13746	1.33285	0.15251	1.45913
13747	1.33295	0.152607	1.45976
13748	1.33304	0.152704	1.46039
13749	1.33314	0.1528	1.46103
13750	1.33324	0.152897	1.46166
13751	1.33333	0.152994	1.46229
13752	1.33343	0.153091	1.46293
13753	1.33353	0.153188	1.46356
13754	1.33363	0.153285	1.46419
13755	1.33372	0.153382	1.46482
13756	1.33382	0.153479	1.46545
13757	1.33392	0.153576	1.46608
13758	1.33401	0.153673	1.46671
13759	1.33411	0.15377	1.46734
13760	1.33421	0.153867	1.46797
13761	1.3343	0.153964	1.4686
13762	1.3344	0.154061	1.46923
13763	1.3345	0.154158	1.46986
13764	1.3346	0.154255	1.47049
13765	1.33469	0.154352	1.47111
13766	1.33479	0.154449	1.47174
13767	1.33489	0.154546	1.47237
13768	1.33498	0.154643	1.473
13769	1.33508	0.15474	1.47362
13770	1.33518	0.154837	1.47425
13771	1.33527	0.154934	1.47487
13772	1.33537	0.155031	1.4755
13773	1.33547	0.155128	1.47612
13774	1.33556	0.155225	1.47675
13775	1.33566	0.155322	1.47737
13776	1.33576	0.155418	1.478
13777	1.33586	0.155515	1.47862
13778	1.33595	0.155612	1.47924
13779	1.33605	0.155709	1.47987
13780	1.33615	0.155806	1.48049
13781	1.33624	0.155903	1.48111
13782	1.33634	0.156	1.48173
13783	1.33644	0.156097	1.48235
13784	1.33653	0.156194	1.48297
13785	1.33663	0.156291	1.4836
13786	1.33673	0.156388	1.48422
13787	1.33683	0.156485	1.48484
13788	1.33692	0.156582	1.48546
13789	1.33702	0.156679	1.48607
13790	1.33712	0.156776	1.48669
13791	1.33721	0.156873	1.48731
13792	1.33731	0.15697	1.48793
13793	1.33741	0.157067	1.48855
13794	1.3375	0.157164	1.48917
13795	1.3376	0.157261	1.48978
13796	1.3377	0.157358	1.4904
13797	1.33779	0.157455	1.49102
13798	1.33789	0.157552	1.49163
13799	1.33799	0.157649	1.49225
13800	1.33809	0.157746	1.49286
13801	1.33818	0.157843	1.49348
13802	1.33828	0.157939	1.49409
13803	1.33838	0.158036	1.49471
13804	1.33847	0.158133	1.49532
13805	1.33857	0.15823	1.49594
13806	1.33867	0.158327	1.49655
13807	1.33876	0.158424	1.49716
13808	1.33886	0.158521	1.49778
13809	1.33896	0.158618	1.49839
13810	1.33906	0.158715	1.499
13811	1.33915	0.158812	1.49961
13812	1.33925	0.158909	1.50022
13813	1.33935	0.159006	1.50084
13814	1.33944	0.159103	1.50145
13815	1.33954	0.1592	1.50206
13816	1.33964	0.159297	1.50267
13817	1.33973	0.159394	1.50328
13818	1.33983	0.159491	1.50389
13819	1.33993	0.159588	1.50449
13820	1.34003	0.159685	1.5051
13821	1.34012	0.159782	1.50571
13822	1.34022	0.159879	1.50632
13823	1.34032	0.159976	1.50693
13824	1.34041	0.160073	1.50753
13825	1.34051	0.16017	1.50814
13826	1.34061	0.160267	1.50875
13827	1.3407	0.160364	1.50935
13828	1.3408	0.160461	1.50996
13829	1.3409	0.160557	1.51057
13830	1.34099	0.160654	1.51117
13831	1.34109	0.160751	1.51178
13832	1.34119	0.160848	1.51238
13833	1.34129	0.160945	1.51298
13834	1.34138	0.161042	1.51359
13835	1.34148	0.161139	1.51419
13836	1.34158	0.161236	1.5148
13837	1.34167	0.161333	1.5154
13838	1.34177	0.16143	1.516
13839	1.34187	0.161527	1.5166
13840	1.34196	0.161624	1.5172
13841	1.34206	0.161721	1.51781
13842	1.34216	0.161818	1.51841
13843	1.34226	0.161915	1.51901
13844	1.34235	0.162012	1.51961
13845	1.34245	0.162109	1.52021
13846	1.34255	0.162206	1.52081
13847	1.34264	0.162303	1.52141
13848	1.34274	0.1624	1.52201
13849	1.34284	0.162497	1.52261
13850	1.34293	0.162594	1.5232
13851	1.34303	0.162691	1.5238
13852	1.34313	0.162788	1.5244
13853	1.34322	0.162885	1.525
13854	1.34332	0.162982	1.5256
13855	1.34342	0.163079	1.52619
13856	1.34352	0.163175	1.52679
13857	1.34361	0.163272	1.52738
13858	1.34371	0.163369	1.52798
13859	1.34381	0.163466	1.52858
13860	1.3439	0.163563	1.52917
13861	1.344	0.16366	1.52977
13862	1.3441	0.163757	1.53036
13863	1.34419	0.163854	1.53095
13864	1.34429	0.163951	1.53155
13865	1.34439	0.164048	1.53214
13866	1.34449	0.164145	1.53273
13867	1.34458	0.164242	1.53333
13868	1.34468	0.164339	1.53392
13869	1.34478	0.164436	1.53451
13870	1.34487	0.164533	1.5351
13871	1.34497	0.16463	1.5357
13872	1.34507	0.164727	1.53629
13873	1.34516	0.164824	1.53688
13874	1.34526	0.164921	1.53747
13875	1.34536	0.165018	1.53806
13876	1.34545	0.165115	1.53865
13877	1.34555	0.165212	1.53924
13878	1.34565	0.165309	1.53983
13879	1.34575	0.165406	1.54041
13880	1.34584	0.165503	1.541
13881	1.34594	0.1656	1.54159
13882	1.34604	0.165697	1.54218
13883	1.34613	0.165793	1.54277
13884	1.34623	0.16589	1.54335
13885	1.34633	0.165987	1.54394
13886	1.34642	0.166084	1.54453
13887	1.34652	0.166181	1.54511
13888	1.34662	0.166278	1.5457
13889	1.34672	0.166375	1.54628
13890	1.34681	0.166472	1.54687
13891	1.34691	0.166569	1.54745
13892	1.34701	0.166666	1.54804
13893	1.3471	0.166763	1.54862
13894	1.3472	0.16686	1.54921
13895	1.3473	0.166957	1.54979
13896	1.34739	0.167054	1.55037
13897	1.34749	0.167151	1.55096
13898	1.34759	0.167248	1.55154
13899	1.34769	0.167345	1.55212
13900	1.34778	0.167442	1.5527
13901	1.34788	0.167539	1.55328
13902	1.34798	0.167636	1.55387
13903	1.34807	0.167733	1.55445
13904	1.34817	0.16783	1.55503
13905	1.34827	0.167927	1.55561
13906	1.34836	0.168024	1.55619
13907	1.34846	0.168121	1.55677
13908	1.34856	0.168218	1.55735
13909	1.34865	0.168315	1.55793
13910	1.34875	0.168411	1.5585
13911	1.34885	0.168508	1.55908
13912	1.34895	0.168605	1.55966
13913	1.34904	0.168702	1.56024
13914	1.34914	0.168799	1.56081
13915	1.34924	0.168896	1.56139
13916	1.34933	0.168993	1.56197
13917	1.34943	0.16909	1.56254
13918	1.34953	0.169187	1.56312
13919	1.34962	0.169284	1.5637
13920	1.34972	0.169381	1.56427
13921	1.34982	0.169478	1.56485
13922	1.34992	0.169575	1.56542
13923	1.35001	0.169672	1.566
13924	1.35011	0.169769	1.56657
13925	1.35021	0.169866	1.56714
13926	1.3503	0.169963	1.56772
13927	1.3504	0.17006	1.56829
13928	1.3505	0.170157	1.56886
13929	1.35059	0.170254	1.56944
13930	1.35069	0.170351	1.57001
13931	1.35079	0.170448	1.57058
13932	1.35088	0.170545	1.57115
13933	1.35098	0.170642	1.57172
13934	1.35108	0.170739	1.57229
13935	1.35118	0.170836	1.57286
13936	1.35127	0.170933	1.57343
13937	1.35137	0.171029	1.574
13938	1.35147	0.171126	1.57457
13939	1.35156	0.171223	1.57514
13940	1.35166	0.17132	1.57571
13941	1.35176	0.171417	1.57628
13942	1.35185	0.171514	1.57685
13943	1.35195	0.171611	1.57742
13944	1.35205	0.171708	1.57798
13945	1.35215	0.171805	1.57855
13946	1.35224	0.171902	1.57912
13947	1.35234	0.171999	1.57968
13948	1.35244	0.172096	1.58025
13949	1.35253	0.172193	1.58082
13950	1.35263	0.17229	1.58138
13951	1.35273	0.172387	1.58195
13952	1.35282	0.172484	1.58251
13953	1.35292	0.172581	1.58308
13954	1.35302	0.172678	1.58364
13955	1.35311	0.172775	1.58421
13956	1.35321	0.172872	1.58477
13957	1.35331	0.172969	1.58533
13958	1.35341	0.173066	1.5859
13959	1.3535	0.173163	1.58646
13960	1.3536	0.17326	1.58702
13961	1.3537	0.173357	1.58758
13962	1.35379	0.173454	1.58815
13963	1.35389	0.17355	1.58871
13964	1.35399	0.173647	1.58927
13965	1.35408	0.173744	1.58983
13966	1.35418	0.173841	1.59039
13967	1.35428	0.173938	1.59095
13968	1.35438	0.174035	1.59151
13969	1.35447	0.174132	1.59207
13970	1.35457	0.174229	1.59263
13971	1.35467	0.174326	1.59319
13972	1.35476	0.174423	1.59375
13973	1.35486	0.17452	1.59431
13974	1.35496	0.174617	1.59486
13975	1.35505	0.174714	1.59542
13976	1.35515	0.174811	1.59598
13977	1.35525	0.174908	1.59654
13978	1.35535	0.175005	1.59709
13979	1.35544	0.175102	1.59765
13980	1.35554	0.175199	1.59821
13981	1.35564	0.175296	1.59876
13982	1.35573	0.175393	1.59932
13983	1.35583	0.17549	1.59987
13984	1.35593	0.175587	1.60043
13985	1.35602	0.175684	1.60098
13986	1.35612	0.175781	1.60154
13987	1.35622	0.175878	1.60209
13988	1.35631	0.175975	1.60264
13989	1.35641	0.176072	1.6032
13990	1.35651	0.176168	1.60375
13991	1.35661	0.176265	1.6043
13992	1.3567	0.176362	1.60486
13993	1.3568	0.176459	1.60541
13994	1.3569	0.176556	1.60596
13995	1.35699	0.176653	1.60651
13996	1.35709	0.17675	1.60706
13997	1.35719	0.176847	1.60761
13998	1.35728	0.176944	1.60817
13999	1.35738	0.177041	1.60872
14000	1.35748	0.177138	1.60927
14001	1.35758	0.177235	1.60982
14002	1.35767	0.177332	1.61036
14003	1.35777	0.177429	1.61091
14004	1.35787	0.177526	1.61146
14005	1.35796	0.177623	1.61201
14006	1.35806	0.17772	1.61256
14007	1.35816	0.177817	1.61311
14008	1.35825	0.177914	1.61365
14009	1.35835	0.178011	1.6142
14010	1.35845	0.178108	1.61475
14011	1.35854	0.178205	1.6153
14012	1.35864	0.178302	1.61584
14013	1.35874	0.178399	1.61639
14014	1.35884	0.178496	1.61693
14015	1.35893	0.178593	1.61748
14016	1.35903	0.17869	1.61802
14017	1.35913	0.178786	1.61857
14018	1.35922	0.178883	1.61911
14019	1.35932	0.17898	1.61966
14020	1.35942	0.179077	1.6202
14021	1.35951	0.179174	1.62074
14022	1.35961	0.179271	1.62129
14023	1.35971	0.179368	1.62183
14024	1.35981	0.179465	1.62237
14025	1.3599	0.179562	1.62292
14026	1.36	0.179659	1.62346
14027	1.3601	0.179756	1.624
14028	1.36019	0.179853	1.62454
14029	1.36029	0.17995	1.62508
14030	1.36039	0.180047	1.62562
14031	1.36048	0.180144	1.62616
14032	1.36058	0.180241	1.6267
14033	1.36068	0.180338	1.62724
14034	1.36078	0.180435	1.62778
14035	1.36087	0.180532	1.62832
14036	1.36097	0.180629	1.62886
14037	1.36107	0.180726	1.6294
14038	1.36116	0.180823	1.62994
14039	1.36126	0.18092	1.63048
14040	1.36136	0.181017	1.63101
14041	1.36145	0.181114	1.63155
14042	1.36155	0.181211	1.63209
14043	1.36165	0.181308	1.63263
14044	1.36174	0.181404	1.63316
14045	1.36184	0.181501	1.6337
14046	1.36194	0.181598	1.63423
14047	1.36204	0.181695	1.63477
14048	1.36213	0.181792	1.63531
14049	1.36223	0.181889	1.63584
14050	1.36233	0.181986	1.63638
14051	1.36242	0.182083	1.63691
14052	1.36252	0.18218	1.63744
14053	1.36262	0.182277	1.63798
14054	1.36271	0.182374	1.63851
14055	1.36281	0.182471	1.63904
14056	1.36291	0.182568	1.63958
14057	1.36301	0.182665	1.64011
14058	1.3631	0.182762	1.64064
14059	1.3632	0.182859	1.64117
14060	1.3633	0.182956	1.64171
14061	1.36339	0.183053	1.64224
14062	1.36349	0.18315	1.64277
14063	1.36359	0.183247	1.6433
14064	1.36368	0.183344	1.64383
14065	1.36378	0.183441	1.64436
14066	1.36388	0.183538	1.64489
14067	1.36397	0.183635	1.64542
14068	1.36407	0.183732	1.64595
14069	1.36417	0.183829	1.64648
14070	1.36427	0.183926	1.64701
14071	1.36436	0.184022	1.64754
14072	1.36446	0.184119	1.64806
14073	1.36456	0.184216	1.64859
14074	1.36465	0.184313	1.64912
14075	1.36475	0.18441	1.64965
14076	1.36485	0.184507	1.65017
14077	1.36494	0.184604	1.6507
14078	1.36504	0.184701	1.65123
14079	1.36514	0.184798	1.65175
14080	1.36524	0.184895	1.65228
14081	1.36533	0.184992	1.6528
14082	1.36543	0.185089	1.65333
14083	1.36553	0.185186	1.65385
14084	1.36562	0.185283	1.65438
14085	1.36572	0.18538	1.6549
14086	1.36582	0.185477	1.65543
14087	1.36591	0.185574	1.65595
14088	1.36601	0.185671	1.65647
14089	1.36611	0.185768	1.657
14090	1.3662	0.185865	1.65752
14091	1.3663	0.185962	1.65804
14092	1.3664	0.186059	1.65857
14093	1.3665	0.186156	1.65909
14094	1.36659	0.186253	1.65961
14095	1.36669	0.18635	1.66013
14096	1.36679	0.186447	1.66065
14097	1.36688	0.186544	1.66117
14098	1.36698	0.18664	1.66169
14099	1.36708	0.186737	1.66221
14100	1.36717	0.186834	1.66273
14101	1.36727	0.186931	1.66325
14102	1.36737	0.187028	1.66377
14103	1.36747	0.187125	1.66429
14104	1.36756	0.187222	1.66481
14105	1.36766	0.187319	1.66533
14106	1.36776	0.187416	1.66585
14107	1.36785	0.187513	1.66636
14108	1.36795	0.18761	1.66688
14109	1.36805	0.187707	1.6674
14110	1.36814	0.187804	1.66792
14111	1.36824	0.187901	1.66843
14112	1.36834	0.187998	1.66895
14113	1.36844	0.188095	1.66947
14114	1.36853	0.188192	1.66998
14115	1.36863	0.188289	1.6705
14116	1.36873	0.188386	1.67101
14117	1.36882	0.188483	1.67153
14118	1.36892	0.18858	1.67204
14119	1.36902	0.188677	1.67256
14120	1.36911	0.188774	1.67307
14121	1.36921	0.188871	1.67359
14122	1.36931	0.188968	1.6741
14123	1.3694	0.189065	1.67461
14124	1.3695	0.189161	1.67513
14125	1.3696	0.189258	1.67564
14126	1.3697	0.189355	1.67615
14127	1.36979	0.189452	1.67666
14128	1.36989	0.189549	1.67717
14129	1.36999	0.189646	1.67769
14130	1.37008	0.189743	1.6782
14131	1.37018	0.18984	1.67871
14132	1.37028	0.189937	1.67922
14133	1.37037	0.190034	1.67973
14134	1.37047	0.190131	1.68024
14135	1.37057	0.190228	1.68075
14136	1.37067	0.190325	1.68126
14137	1.37076	0.190422	1.68177
14138	1.37086	0.190519	1.68228
14139	1.37096	0.190616	1.68279
14140	1.37105	0.190713	1.68329
14141	1.37115	0.19081	1.6838
14142	1.37125	0.190907	1.68431
14143	1.37134	0.191004	1.68482
14144	1.37144	0.191101	1.68533
14145	1.37154	0.191198	1.68583
14146	1.37163	0.191295	1.68634
14147	1.37173	0.191392	1.68685
14148	1.37183	0.191489	1.68735
14149	1.37193	0.191586	1.68786
14150	1.37202	0.191683	1.68836
14151	1.37212	0.191779	1.68887
14152	1.37222	0.191876	1.68937
14153	1.37231	0.191973	1.68988
14154	1.37241	0.19207	1.69038
14155	1.37251	0.192167	1.69089
14156	1.3726	0.192264	1.69139
14157	1.3727	0.192361	1.69189
14158	1.3728	0.192458	1.6924
14159	1.3729	0.192555	1.6929
14160	1.37299	0.192652	1.6934
14161	1.37309	0.192749	1.69391
14162	1.37319	0.192846	1.69441
14163	1.37328	0.192943	1.69491
14164	1.37338	0.19304	1.69541
14165	1.37348	0.193137	1.69591
14166	1.37357	0.193234	1.69641
14167	1.37367	0.193331	1.69691
14168	1.37377	0.193428	1.69742
14169	1.37387	0.193525	1.69792
14170	1.37396	0.193622	1.69842
14171	1.37406	0.193719	1.69892
14172	1.37416	0.193816	1.69941
14173	1.37425	0.193913	1.69991
14174	1.37435	0.19401	1.70041
14175	1.37445	0.194107	1.70091
14176	1.37454	0.194204	1.70141
14177	1.37464	0.194301	1.70191
14178	1.37474	0.194397	1.70241
14179	1.37483	0.194494	1.7029
14180	1.37493	0.194591	1.7034
14181	1.37503	0.194688	1.7039
14182	1.37513	0.194785	1.70439
14183	1.37522	0.194882	1.70489
14184	1.37532	0.194979	1.70539
14185	1.37542	0.195076	1.70588
14186	1.37551	0.195173	1.70638
14187	1.37561	0.19527	1.70687
14188	1.37571	0.195367	1.70737
14189	1.3758	0.195464	1.70786
14190	1.3759	0.195561	1.70836
14191	1.376	0.195658	1.70885
14192	1.3761	0.195755	1.70934
14193	1.37619	0.195852	1.70984
14194	1.37629	0.195949	1.71033
14195	1.37639	0.196046	1.71082
14196	1.37648	0.196143	1.71132
14197	1.37658	0.19624	1.71181
14198	1.37668	0.196337	1.7123
14199	1.37677	0.196434	1.71279
14200	1.37687	0.196531	1.71329
14201	1.37697	0.196628	1.71378
14202	1.37706	0.196725	1.71427
14203	1.37716	0.196822	1.71476
14204	1.37726	0.196919	1.71525
14205	1.37736	0.197015	1.71574
14206	1.37745	0.197112	1.71623
14207	1.37755	0.197209	1.71672
14208	1.37765	0.197306	1.71721
14209	1.37774	0.197403	1.7177
14210	1.37784	0.1975	1.71819
14211	1.37794	0.197597	1.71868
14212	1.37803	0.197694	1.71916
14213	1.37813	0.197791	1.71965
14214	1.37823	0.197888	1.72014
14215	1.37833	0.197985	1.72063
14216	1.37842	0.198082	1.72111
14217	1.37852	0.198179	1.7216
14218	1.37862	0.198276	1.72209
14219	1.37871	0.198373	1.72258
14220	1.37881	0.19847	1.72306
14221	1.37891	0.198567	1.72355
14222	1.379	0.198664	1.72403
14223	1.3791	0.198761	1.72452
14224	1.3792	0.198858	1.725
14225	1.37929	0.198955	1.72549
14226	1.37939	0.199052	1.72597
14227	1.37949	0.199149	1.72646
14228	1.37959	0.199246	1.72694
14229	1.37968	0.199343	1.72743
14230	1.37978	0.19944	1.72791
14231	1.37988	0.199537	1.72839
14232	1.37997	0.199633	1.72888
14233	1.38007	0.19973	1.72936
14234	1.38017	0.199827	1.72984
